emotion,tweet_unicode_emojis
0,From church now.... great confi photo!!   U+1F606 but you only see my head....
0,"installing Adobe Flash CS4, I'm afraid  U+1F606"
0,I'm trying to figure out how i can get Vista to work with my U+1F61D hardware using Virtual PC.  No luck so far and not having very much fun
0,U+1F633 Oh god. That looks.... slightly orgasmic. I want one!
0,I prefer this over 4kids' Pokemon rap. U+1F606 Please ignore the sad attempt to make a video - pic-unrelated.
0,I never finished 7th guest. And then I couldn't install it on U+1F61D.
0,no way! the guy told me these were like the only ones you could get... and theyre the ones that keep breaking  lucky you U+1F606
0,"Unfortunately I didn't get a range level. Only got about 3k U+1F61D.  Ahh well, it's still something."
0,o.o; that's awkward although a little amusing from my view U+1F606 maaan that sucks!
0,next week tgl 24 im going to spore and sydney balik nya juli  tp liburan masih lama kan come whenever u canU+2764 U+FE0F
0,srsly? I'd so feel bad. But I do love the Bella one U+1F606 btw I miss you like CRAP
0,Aww  Not muchh U+1F606 Pretendiing to do homeworkk x] Tis fuun U+1F606 ! <3
0,"i want to txttttttt, but ain't got nobooodyyy. i mean i doooo, but he's worrrkingg.  U+1F606"
0,"Grandparents, uncles, atnties, cousins, they're everywhere ! Save me  They be zleepin in mah house. I just wanna disappear right now... U+1F606"
0," I didn't get caught.. U+1F606 I even fixed my mom's seat, the radio station, and filled up the gas tank with what I used to drive to MD =|"
0," ahh where did your pic go? lol, and i texted you again U+1F606 sorry for annoying ya  x"
0,am reading one of the BBB i think i just cried U+1F606 i dont have his pics
0,Miley  Im sooo stealing that from your mom U+1F606 I wonder if they have a charm bracelet with different crosses on it thats what I
0,"so now i'm going on over 24 hours with no sleeep. wtf man, i'm so sick of this  i can't wait to get home and sleeeeeeeeeeeeeeepU+2764 U+FE0F"
0,Lunch time now. Can't get pizza  I forgot mom made me a sandwich U+1F606.
0,Sad i can't go to the beach cuz of work.  but  happy i get to  nap !  -DottieU+2764 U+FE0F
0,"oh dear on deah oh dear. windows 7 is just as bad as Vista was, f#ckall drivers available. Windows U+1F61D re-install number 2 "
0,:L lol theres a BGT fight on here :L oh 280th tweet goes to me cuz im awesome U+1F606 lolz god i sound conceited lolz :O all my roses are gone
0,so upset about not being invited to blood brothers  especially as they kept it from me  No one wants me at there days out U+1F606
0,"i feel like i i havent been on this in years. i was gone at the riverU+2764 U+FE0F home now, long day tomorrow "
0,Awww Poor Zach  I'm Sorry! That's Not Right Of People To Just Put Your Interviews Up On Youtube ! Like What !?!  Mrs.CJBaranU+2764 U+FE0F
0,I don't understand my algebra word problems  so i gave up. U+1F629
0,Do I still look like this U+1F633??? I can't get my picture fixed
0,Ick  HAND SANITIZER UTILIZATION! U+1F606
0," i won't go to your concert in Chile,South America tomorrow.  i'm so sad  hope see you one day, love youU+2764 U+FE0F"
0,nice! omg u said HELLA!!! lol wow! no one says that out here  wen i say it everones like U+1F633 lmao i got used to saying &quot;mad&quot; instead lol
0,awwww  when i see you at warped i'll have pineapple juice and peaches and sunscreen with your name on it :] haha feel betterU+2764 U+FE0F
0,Yay!!! I'm famous! U+1F606 Kind of a  disappointing album cover for a graphic designer though...  LOL U+1F606
0,"Kindle U+1F629.. for it to work in Australia, need EVDO network and credit card support. Telstra and visa smells it? or I got to move... "
0,trying to design with Photoshop.. i suck  || everything is so crazy and hectic!!! wahh U+1F606 help me Lord!!!
0,awww  you should have! *bad friend* U+1F606
0,"&quot;The Better You Program, The Worse You Communicate&quot;  â &quotU+1F609.R.Y. does not apply&quot; â I always forget that  (via )"
0,headache U+1F635' dont wanna go to school today
0," At least you have one U+1F606 I'm still looking, huhu "
0,"wow  your always asleep now a days  tomorrow shopping please, maybe we can multi task and talk too U+1F606"
0," i never get direct messages.. must not be exciting, hm? U+1F606"
0,U+1F629 Resume is complicated.
0,"Oh, she got to the snappy stage  if it weren't for that cop she'd be melllllooooowwwww~ U+1F606"
0,"Holy hell thunderstorm!! U+1F633 OMG ambulance. D: Bonus: weather's cooled off considerably. Phew, what a relief. Still: boo hiss thunder. "
0,Ahhh I Wish I Could Come But I Can't I'm So Mad  But Good Luck Tonight ! Love and Miss You Guy <3 Mrs.CJBaranU+2764 U+FE0F
0,"( uhh, I hate that...  I always lose weight from such pointless areas, like fingers, before my hips. U+1F61D I'm reading blogs."
0,I'd use it on my laptop if my laptop didn't run U+1F61D.
0,Monday at school and p.e.  Well it could be worse... U+1F606
0,ace enders and cod4U+2764 U+FE0F can't wait for rojer to get out of work. i miss him.
0,one of the strangest things just happened to me. U+1F633 + my tummy hurts
0,on the boat leaving catalina.   tired.. but i had funnnnn!! U+1F606
0,just no news about him  I'm updating more about  here than William. Sorry fans! U+1F606
0,"Just realised I'm gonna have to go to sleep at like...6:30 am as much! U+1F633 My sister's arriving at 8 sth, so family will be up early. "
0,"Google-maps link doesn't work in twitter   I'm going to Bolderberg : UTF8&amp;ll=50.977561,5.308113&amp;spnU+1F62E.076306,0.222473&amp;z=13"
0," U+1F606 Yeah I just watched it this mornin.... JOE IS SO FREAKIN HILARIOUS! I love him, even with his &quot;Camilla&quot; RLY BAD influence "
0,Oh dear me  was that friday? Let me know how good A&ampU+1F609 is though! 8)
0," have fun  holiday hill!!!!!!! missing out on it  whatev. whatev. seriously, have fun! ...especially with mrs.kendrick U+1F606 ha."
0,I absolutely LOVED you in BB!  I wanted you to win aswell  i was crying when you had to go  I LOVE YOU GERRY! U+1F606 â¥
0,had the best day with my mamachkaU+2764 U+FE0F...back to London tomorrow morning
0,just ateee plasticc of my icepop  ewaaU+1F61F
0," RMPS exam today - t'will be rubbish I presume. Had a fabby weekend shopping with zoe, 16 mile walk in 4 hr 20 and family dooo U+1F606"
0,OMG tis 11 why am i up sooo early  gonna draw instead U+1F606
0,"I study, and I use the computer.tomorrow school, i don't want to go U+1F606 "
0,Sad.  has to be at work till 1030 -DottieU+2764 U+FE0F
0,Cause it rains in your bedroom everything is wrong it rains when your here and it rains when your gone cuz I was there when u said F&amp;AU+2764 U+FE0F
0,"schools so shit!  stats exam tomorrow + art :'( gonna fail stats so bad, i wish i could have swine fleu just for the 2 and half hours U+1F606"
0,played W101 real late last night/ seen 1st real bad U+1F61D of fighting in game. WOW!/ ended up with new friend @ end of night / Working now
0,i made it today before dinner (bored) and it's paint U+1F606 chaser were good. Nothing TOO controversial (shame).  so do you agree...
0,- Yeah..I'm bored U+1F606 I pic up this photo when I still have my guitar..today my mum steam me it  I miss Nameless..
0,going on June 27 &amp; back on July 30th .. i don't feel like going  so many questions at a time dude !! U+1F633
0,Win U+1F61D sees them all fine...
0," ahah you're still going to the meeting, what hope you haveXDand my success is not sure  bloody hell!(I love that U+1F606)"
0," yeah,Sachie told me  Anyways,Ate Maita might be giving more opportunities in th future,right? U+1F606 lolz."
0,No school tomorrow for me U+1F606  Exam on Tuesday and Thursday though   Lots of revision to get through
0,"LMAO, ok, i'm logging off  LOLZ, don't ask y i'm laughing, 'cuz idk either.... U+1F606"
0,"Have to go now  Bye twitter, will be away till Friday! I'm in Hungary, you know U+1F606 ? xx"
0," Heyy Girls, Its So Cool How Your Twins I Am Two U+1F606 My Twin Sister Is 20 Minutes Older Then Me  Hows Your Morning?"
0,lol yeah that wouldn't creep him out at all. U+1F606 besides we're not even sure if he still has that girlfriend or not.
0,"dangit the hot guy following me is fake... two accounts, same pic, same single tweet, random letter username  lol U+1F606"
0,seeeeeemon cowell <3U+2764 U+FE0FU+2764 U+FE0F beaut wether today (Y) bad exam though !! english exam tomorrow  xx
0,aww! im so happy cuz you are happy U+1F60E i have to go  goodnight girll!! you are AMAZING! have a nice night! loveya?
0,:OU+1F62EU+1F62E!  has changed his twitter dp  gutted not as smoldering in the new one
0,no  no plans -.- my friends went out but i didnt go with them..i dont want to take any risks and get sick again..for now U+1F606
0,My bed is shit.  Can't wait for my new bed to arrive. U+1F606
0,just got home from church ...  had 2 go home  i miss her already :'( ill c her 2moz tho!! U+1F61D
0,Trying Tweetdeck on windows U+1F61D but can't install it on my vista  anyone can help?
0,haha..thatss truue(: and awwwU+2764 U+FE0F why yoo heartbroken??  x
0,hmmm..... would like more RAM but U+1F61D 32bit only supports measly 3GB
0,*sigh* Incoming U+1F62D about the Chaos Bolt bug fix.
0,Took a nap this afternoon and had a dream where I was being tortured...U+1F633  I must be a masochist
0,"This is so bad, I actually feel betrayed by Chris as I would if a friend betrayed me U+1F606 My heart sinks everytime I think about it... "
0," Awww I'm sorry  Muse would though, yes U+1F606 Hurry up already, Coldplay you slow pokes :dozey:"
0,"Tonight was fun, mom comes home tomorrow afternoon which means back to a stricter groundation  niiiiiiiightU+2764 U+FE0F"
0,Taking Mr Burgess home  oooww will see him tomorrow haha U+1F606
0,ah!  the storm!  fish weren't biting due to the wind today  only when the waters were calm did you catch our fishies! - $tephU+2764 U+FE0F
0,hey daddy ;) (jk miley!) wooh where I am it's so ugly cuz there's a lot of garbage  have a great day daddy ;) U+1F606 (again jk)
0,"damn, i was gonna do a video tonite...but my camera is in the car  lol yes, i was gonna make a vid at 10:30 U+1F606"
0,wow. i miss herU+2764 U+FE0F
0,gave up and had to google to work out how to autologin windows 7 on startup... Is this an improvement over U+1F61D?
0,i know! U+1F633 hahaha if only i had fakes  LOL!
0,Awwhh  not good  Ive never seen pink hair dye.. i want some. Better run !! U+1F606
0,"am really cold    just watched the live chat from last nite, haha it was amazing!  julie bullies cows :O haha, am away noo byeU+2764 U+FE0F xx"
0," Hahaha U+1F606 It's like, when I go to NY, I never go to the empire state building ;) Well, feel better, again "
0,get one wit that. U+1F606
0,Watching Death Note! L died last week  Enter: Near and Mello! Matsuda is funny U+1F606
0,in college on a beautiful day like this :OU+1F62E !!! not amused one bit  xx
0,haha i know U+1F606 i dont want to study for school
0,"Is going to be at the Theatre from 9am-9pm on Mon, Tues &amp; Wed in rehearsals!  Opening night of 'Our Town' on Wed!! :OU+1F62E"
0,Look after a picture ! But I can't find it.. damn  ! Summer..Summer..Summer.. U+1F63A xoxo
0,Alone. Not tired. Still alone U+1F606 BUGGER
0," hahahahah, i know! i like it better than mine  lol resultttt U+1F606"
0," conshence i think, but i wouldnt know either U+1F606 *goes to dictionary* CONSCIENCE. aw i dont want him to die "
0,Oh Fudge. U+1F606 2 days of not tweeting.  ))
0,"help help!!!!! can not understand people think I am ugly and fat, is so tired of not having a boyfriend <3U+2764 U+FE0F "
0,"If you're new to twitter, be sure to change your pic. U+1F633 just looks like spam to me. And I'm not a fan of the Spamburger w/ cheese "
0,I keep hearing voices. U+1F633 I'm scared
0,lunch with annaU+2764 U+FE0F then swimming maybe. blahhh headaches
0,is HOOOOOOOOOOOOOME U+1F606 download was AMAZING!!!! wanna go back now
0,AIM died on me today. Can I please get a downgrade to Windows U+1F61D now?
0,BP Only half overU+2764 U+FE0F My throat hurts  Who cares!
0,i have insane back pain for some reason  but sooo worth it!! epic night U+1F606 cant wait till defqon- YOU BETTER BE THERE!!
0,just saw the cutest kid at the servo haha	// ewwwww work tonight  i mother though U+1F606
0,U+1F633 &quot;that's a nice picture&quot;  are you trying to put one up that's more than 700kb? or whatever it is?
0,They told me my glasses would be done in 1-2 weeks. It's almost 3.5 wweks now U+1F635 bleh. I hate underestimates
0,i was sick this morning.  hes playing with my phone U+1F606 AndWe'llFlyAwaySoFarAwayILoveYou
0,no MMVA wristbands from this weekend  but I'm still going maybe I'll get lucky and end up back stage! U+1F606
0,Is Meant To Be Getting Ready To See Sophie At Half Past But I Havent Even Got Dressed Yet U+1F606 I Have A Headache  Oh I Better Rush <3
0,You put my thing wrong though.  U+1F606
0," aww. Wishes you better moods, shiny things, hugs and bed U+1F606 Seems my mood from yesterday passed onto you  but minus tears."
0,Truetrue  But he's not! U+1F606
0,Well 2day is gonna suck. Wheres my casey  hopefully nick tells me she showed up. Oh darn i was supposed 2 do my homework lol  |OhMiGawdU+2764 U+FE0F|
0,i like how that guy said 'you blocked me by accident' U+1F606 dont u hate that 'ADD MEEE' shit? using u to whore out  <3 you!
0,"Im still U+1F614.U+1F614 bored,at 1:58am..in bed...in London..bored.. and ive still got revision 2 do  20days till 1st exam, goodness me! luv u!x"
0," I dunno... U+1F606; I knew it for a while, but my parents almost divorced a while back and all that, so I guess I forgot then "
0,Stupid Twitter doesn't like my pictures. U+1F633 is NOT what i look like
0,disney U+1F606 walla im goooood al jaw today 7ada hot
0," it has been forever  I'm glad to hearU+2764 U+FE0F good night, love. I will call you tomorrow or lobo can bite me! (very lightly)"
0,No  I hear Zehrs is a good place...If you apply somewhere maybe I'll apply there too? U+1F606
0," okay  now na? U+1F606 hiwalay ba or not? she only do shipping on thursdays, kaya hindi aabot kung sabay "
0,D&ampU+1F609 game for the day canceled.  Sadness.
0,Lol i fell asleep in the middle of monsters vs aliens  but its all good cuz im watching 7th heaven U+1F606
0,WHY DONT YOU REPLY TO ME? U+1F606 YOU SHOULD COME TO GERMANY! really
0,really hate being ill  whits has just left me on msn! how mean! im all alone now  ohh well talking to my bro U+1F606
0,Watching 'The Breakfast Club' and missing/thinking about KatieU+2764 U+FE0F   xoxo
0,itÂ´s cooooooold Â¬Â¬  I donÂ´t feel like doing hm today U+1F606  but IÂ´ve to  buuuuuu
0,"I'm out, lost a 4k race w/ 33 vs. K9o and then an 8k race with AKo vs. U+1F62D. Both to Dario  played well, oh well."
0," listen to your best friends demii and taylor, they'll know how advise you and sure better than me  bye cousinU+2764 U+FE0F"
0,Currently in seattle at aunts house. Couldn't go to michaels birthday thing  Oh and LAKERSU+2764 U+FE0F 2-0 OH YEAH!
0,hihii...today i had a Literatur-Test...it was horrible!!  but now i'm happy U+1F606
0," isiiiiil, where have you been? i didnt see you on here yesterday . i miss you  . how are you today?? U+1F606"
0,i did too  why did they have to arrange it for today? they could've arranged it for any day after today. but noo U+1F606
0,had such a good day! i lalalove Ty U+1F606 sore belly mehh
0,I miss him! Shiiiin!    I miss your hugs! U+1F606
0,"haircut today. ugh it's only 07:00am U+1F633  please don't change anymore? the pretty odd stage was good enough, dont waste it "
0," I miss you guys too, like crazy.  After prom weekend you'll be seeing a lot of me thoughU+2764 U+FE0F"
0,Hasnt talked to Sam in a super long time  -alyssaBRUNOU+2764 U+FE0F
0,ROFLLL! U+1F606 detention?! oh nooooo  but the good thing is... detention room=starbucks! hahaha DD
0," You wanna sleep? U+1F606 in Lima 12:49AM here, in venezuela 1:45  i Just wanna be with You!"
0,I have one U+1F606 I'm not allowed out until my rooms tidied which I already did
0,i no feel good again  [[hisU+2764 U+FE0F]]
0,todays not a good day....  *music=lifeU+2764 U+FE0F *
0," yeah, but we lost in the 2nd round against brazil  U+1F606"
0,"A busy day today, lots of homework. How delightful...  (The final Ashes to Ashes on mondayU+2764 U+FE0F)"
0,U+1F633 I'm sitting here waiting for my Mom &amp; I'm nommin some beef jerky. Then I think &quot;Gee all I'm really doing is consuming dried flesh&quot;
0," hi scottttttttt i cN SEE YOU,  COREYS GONE. balls i was in capitals U+1F606"
0,"I'm a little yellow fish, in the big blue sea!! lalalalala..bored .. alone at home  is there any one how has some news!! <3U+2764 U+FE0F"
0,My computer got screwed to hell by viruses. I just finished wiping the drive and reinstalling Windows U+1F61D  I want a Mac...
0,Off too shop!! (: .. TomorrowU+1F61F
0,"Well, that was a nice meal gutted about the film The Uninvited a wanted to see that not in cinemas no more  U+1F606"
0,Not WoW.    U+1F606
0,soo.....I am out of the closet U+1F606 time for that lovely bathroom
0,I have to do lot  of works  but where I can start it U+1F606
0,"&quot;cepet sempuh ya khalisha sayang&quot;  :pU+1F61BU+1F61BU+1F61B well, starts 2 missing you Bar.......... "
0,is at school in media sooo bored  whats everyone up to ??? xx <3U+2764 U+FE0FU+2764 U+FE0F
0," gone very quick U+1F606 yeahh she sung lalaland at maddam tasauds, i didnt know "
0,Trying to recover photos after a problem between Windows and my U+1F606 card. Result: shots are all half visible  damn Microsoft...
0,"Looking forward 2 D&ampU+1F609 tonight, but bummed about the weather. It's looking like I'll be spending tommorrow inside instead of at six flags "
0,the BEST day ever. I met the greatest 10 year olds. but i will never see them again.. AHH. i'll miss them (i saw them 1 hour U+1F606) SAD
0,"I congratulated M&ampU+1F609 for making appt's for annual physicals, now they're making one for me...seems fate is not without a sense of irony "
0,i don't have that  everyone does but me. U+1F606
0,Scared of thunder and lightning.  Be careful GeorgettaU+2764 U+FE0F
0,WM 6.5 build 21232 for Omnia avaiable NOW    (install only froma U+1F61D   )
0,Ohh it keeps jamming on me.  Anyhoo...mish you! U+1F606
0,i really miss my magic eight ball!     ....... ( it provided me so much guidance! U+1F606 )
0,I know! I'm like dying but I'm holding myself back from doing it  I must grin and bear it U+1F606 I can do this!
0,I dream about some dragibus candy U+1F606 but don't have at home  go eat an apple =/
0,Im tired  i really wanna go sleepy but i cant  plus im with nick on xbl hit us upU+2764 U+FE0F
0,is Ginger for rent U+1F606 I want the same baby dog  Does she like cat?
0,"yes finally shopping. not @ santa anita though  but oh wells, heading to the americanaU+2764 U+FE0F."
0,my fingers are sooooo cold that if Joe Jonas touched me right now I wouldnï¿½t feel it  shamee on me jajaaj U+1F606
0,Morning all!! 1 hour bootcamp+3 hour carwashU+1F62E.U.C.H. It even hurts to tweet...
0,Waiting for work meeting to start. I am so bored  I should find something to do during these meetings other than update my calendar U+1F606
0,Just...it's quiet a bit of it tbh U+1F606
0,waaaaahhh!! U+1F606 you're thinking of her! how is she? miss ko na
0,l.a. day with mommyU+2764 U+FE0F who's leaving for portland tomorrow
0," it was a hard night U+1F606 but we are still alive! Haha. Now, up to the next party! But without  "
0," casue u look like a hobo wit long hair U+1F606, noooo fringe "
0,back from manchester  BEST GIG EVEREVEREVER! srsly <3 loved it! 'who has lost his shoe?' U+1F606
0," Quite fun actually U+1F606 not half as bad as I thought they would be. only 4 more =] Showertime soon, there's no hot water  <3"
0,". Kindle U+1F629 is nice - auto rotate, PDF support is great (Burton reports, F5 docs, RPG/Wargames docs) No bookshelves.  #kindle"
0,Last day at schoolU+1F61F Going to miss my classmates
0,school im soo ova it! plus im taking home a baby simulator on tuesday.... next week U+1F606 exited! it will be fun :S
0,Venus is out of the French Open  &amp; Nadal f-ing lost what the f is wrong with these people! play some tennis! and play it right! U+1F606
0,you have my utmost sympathy  i dont know how you can stand it U+1F61D
0,ugh i'm so tired i don't wanna go to work.   KathrynU+2764 U+FE0F
0,So u think u can danceU+2764 U+FE0F I have to record the rest now
0,Muse on tour... U+1F633 *cries* My moneys gone
0,nuh uh U+1F61D....ok yeah im going fuckin crazy cooped up in the house with no internet
0,darn it. I did it again.!  keep forgetting that darn &quotU+1F609&quot; for DM's.....
0,JessU+2764 U+FE0F what happened?  you know i'm here for you...
0," Gutted  I'm going to Westonbirt  only 12 days now! U+1F606 saw them on the radioactive tour too, was awesome! Did you go? xx"
0," Unfortunately, Total Recall didn't fit the 80sday tag  &quot;See you at the party Richter&quot; U+1F606"
0,: No   The girl in my age division that won did her 5K in ~17:19 U+1F633&quot;  I get 1 free jamba for running tho!
0,"short holidays was sooooo amazing, i'm sooo tired and i think still a bit drunk U+1F606 i'm missing holland &amp;' my friends already! "
0,I really want a Nokia N97! But looks like I wont be able 2 get it as upgrade on &quotU+1F609&quot;  What a shame. Do I buy the phone or change operator ?
0,Just Got Back From Kates Epic Party.....OMG I Am Soo Freakin Tierd But...I Cant Get To Sleep  I Like The Colour Yellow....U+1F606
0,HaaHaa U+1F606 I can't go to the park tomorrow  Sorry ..
0," yeah! it piss me off Â¬Â¬ no, unfortunately i haven't  but i've seen some pics.. OMG J looks so funny with those mustaches U+1F606"
0," *lol* Babe, you're crazy! You can have the blood of the (golden^^) bear - I'm terribly nice, at least today U+1F606 I'll miss you 2! "
0,maximum ride 3 soon U+1F606 exams in a couple of weeks
0,aww that sucks.  I will compare Survivalism from last year (old camera) to it this tour on my new cam... wow. U+1F633
0,I think I'm actually dying U+1F606 my throat hurts so much I don't wanna leave the house
0,"SWEET! Red Wings beat Penguins 5U+1F62E game 5 of Stanley Cup finals! Wings lead series 3:2 could bring cup home game 6, but not on home ice "
0,"Yeeah! It is SaturdayU+1F604 my fave day ;) But I must learn for biology,geography,physics and maths  (AND IT IS SUNNY and I must learn  )"
0,NiÃ±os cobardes... make me cry!!!   &quot;fuck the sistem&quot; U+1F606 I â¥ Sid...
0,"I woke up at 3:40 AM with horrible cramps, then I watched Nims island (U+1F61D) as I walked around my room for 2 hours to get rid of my cramps "
0,ew snow! but anywho im getting ready to go to co op BUT....no brandon today  he is very sick! so im coming home today D: send some loveU+2764 U+FE0F
0,Omg too much food!  MoRgAnU+2764 U+FE0F
0,i think i started getting all choked up when i heard the dad sayU+1F910quot;...my daughter&quot; ..  awwww
0,i'm only .8 away from overweight U+1F633 cringe
0," i missed the umass show, but my brother called me to rub it in  so sad i missed thisss. but amazing show on tuesdayU+2764 U+FE0F"
0,Still haven't slepppppt. U+1F606 Just dropped kasey off at work.  At caleb and josh's watching the dark knightttt nigga.
0,Yeahhh or RobÂ´s bubblegum U+1F606 Well thatÂ´s silly  I have it but I donÂ´t know anything about it ^^
0,"talked to my rockyU+2764 U+FE0F thank god shes okay. first time ive cried infront of someone since march 10,  love you ashton, rip rjU+2764 U+FE0F"
0,i have strep throat U+1F633
0,At home sick  Chicken noodle soupU+2764 U+FE0F
0,"01/12/2008   apparently architecture is âpiss easyâ? U+1F606,   btw did I leave my irn bru at yours? "
0,"U+1F633 -- This morning the pain is manifesting in a soul so weak. A devil pure within. Spasms have started, holding out on pain medication. "
0,might not be able to go to Cali. Maybe Canada? Or sham I bribe my mom to go to London!!!??? U+1F606
0," Cpt Oblivious has now reached his twitter limit! U+1F606 fun stuff, but seriously, he cant reply for an hour now "
0,@ jimithy1: can't come  msbjU+2764 U+FE0F
0,i know! i'm sorry  i got distracted with other sites U+1F606
0,ugh...i have lost so much respect for my father   jessybessyU+2764 U+FE0F
0,dont call me a sleeper. woke up at 9.50. but i fell asleep to 12. so what   lolU+2764 U+FE0F
0,too many issues with adobe audition and windows 7. had to go back to windows U+1F61D
0,cheee! lo sientoo  cual lista? aah el follow friday U+1F606
0,too bad i couldn't make it.  why did my folks even HAVE to create my little sister 6 years ago? U+1F606
0,i love you honnayU+2764 U+FE0F miss you
0,another day of fun filled c/w U+1F606....
0,Oooh! This week's the WWDC! Can't wait for iPhone OS 3.0. U+1F606 I REALLY want the features most phones have on my phone already.
0,": I have find your personal Myspace, bue it's private U+1F606 i'm so sad "
0," so you are, but this ..    ?? You hurting me brain today U+1F606"
0,naisee. is it bad that i can see lens flares all arond me while listening to it? U+1F606 cant really catch what they're saying tho
0,Had nice day on the beach yesterday U+1F606 I'm very sun burnt though D: And got no sleep cuz I was too hot
0,Ah no  Maybe shoji does? >U+1F60E
0,- I would also like an hug !   ... U+1F606
0,...with dogs  but I did a Sylar and cut her head open. She temporarily died but I was long gone. Then I woke up. U+1F606
0,I thought I'd check it out. Orange Wednesday will viewing number 2 of A&ampU+1F609  Not a trek fan by any means. curious i am
0,"home from shopping with the kids, heading to M&ampU+1F609's ...last 48 hours with my Bro  "
0,"  yeah Internet turned into something indispensable, i hate to recognize it (should be studying..) U+1F606 lol"
0,YOU HAVE SIMS 3 TOO - although I can't play it until my compy's back U+1F606 Also I know but still
0,no i do not sadly.  i wish i did. but im not allowed. U+1F606 and none of my friends have it. lol
0,i miss you. D: I didn't see you for like 6 months already.  I think I forget how you look like. U+1F606
0," lol. U+1F606 no, I was the only person out of Jeff's friends that came. Isn't that sad?  YESH to both questions."
0,My glasses fogged up when I came outside the warehouse   *It sure is quite around here* U+1F633
0,We just finished SP2 for U+1F61D rollout within the last year or so. My company is *so* slow to adopt new software.
0," yeaaaah.  but ohwell, it`s better than no tweets after 3 minutes. U+1F606"
0,Average download speed down from 59KB/s to 52KB/s.  That's -10%. Does the cold have any effect on attenuation? U+1F633 Or prolly MyT sucks.
0,Love things making me sick. U+1F606 I can't sleep til 5 shiz.
0,im not a creeep. im misunderstood U+1F606 ahahah you disowned me
0,i want tacos and margarhitas  telll gay i say helloU+2764 U+FE0F
0,oh wait its supposed to be a frowny face U+1F606 ->
0,Theres a spider above my bed  calming my fears by listening to greeeeen dayU+2764 U+FE0F
0," i miss u too! U+1F606 hey! u dont me answer yesterday, i ask u: your concert in bahamas is tonigh? is for go, and u dont answer me "
0," mmmmm  hahaha... Study ? come on!!!!! have fun... It's friday... Saturday.... No school, nerds gone wild !!!! U+1F606"
0,I feel all the way round  everything's changing here and people I thought I knew are not what I thought. U+1F635
0,LOL U+1F606 That quote is awesome. I â¥ Scooby Doo so much. But my copy of the movie is on tape  So I cant watch it!! T-T
0,"head ache  star trek the movie > star trek the series, but i really liked the next generation. patrick stewartU+2764 U+FE0F"
0,I need me some D&ampU+1F609
0,aww I love melrose. Melrose kills me (financially) everytime  we'll go 2gether next time booU+2764 U+FE0F
0,thinking about my babyU+2764 U+FE0F wish i was with him
0,yea i need sleep. work in the am. also i just sorta got snapped at for still being awake by my mother. oops U+1F606
0,You didnt tweet us back  Please do and hope you had a great show U+1F606
0,stoped broadcasting on blogtv coz they all left  and was on my own and one one came any way U+1F606
0,haha thanks what do you study? I know.. I still have till June 26th  have fun in the water U+1F606
0,&quot;het huis met de grote vijver&quot; U+1F606 But yaay I'm there. Aww you didn't invite the roemenen
0,sad..  I was suppose to sleep at 11PM.. but now hwk is killing me.. /swt blah. oh well. U+1F606 VS SEMI-ANNUAL SALE TOMORROW + WEDNESDAY MAC
0,eww. ed westwickU+2764 U+FE0F no long has a twitter? how rude... i love him
0,"Just discovered that my Canon Pixma ip5000 will not print more than 600dpi under Ubuntu....dammit, having to try U+1F61D in Virtualbox "
0,omg now i am jealous of you LOL...thanks alot  Lol just kidding just kidding :]ENVY PRIDEU+2764 U+FE0F
0,sorry but I can't be on right now!!!!  are you on in an hour? U+1F606
0,Had my first 100m this season last sunday and it didn't go so well   And my face got the sunburn U+1F606 It was really red..haha but it was fun
0,I'm still faceless.  Almost got kicked out bcz friends too off shirts (it was so hot in there) and you can't be shirtless in the place.U+1F633
0,Domi had to go off. Sher's using E-buddy now.  No! No one to mic with anymore. U+1F606
0,Yeah I know.  Thnx for the condolences. I might just have to suck it up- I <3 alpaca! U+1F606
0,ahhaha so will i U+1F606 not that i have a camera to take a pic of it
0,I has now invented the emoji for bacon flu.. *giggles* okay bed for reals now  evil iPhone keeps me up U+1F606
0,lol i swear i shrink instead of growing aha U+1F606 it embarrassing at school year 9s are taller than me  aha xx
0,Annnyway. D: Any idea why im so illll?  I blame yesterday even if it was fun U+1F606
0,Bahaha U+1F606 Nahh I can't...mum won't wanna go and won't let me go on my own...sory
0,"I just took 4 cats to the vets... they're all healthy, but not happy U+1F606  I don't think they'll be talking to me for a while "
0,: Yes I am on the boat. And yes I do know the song. U+1F606. I'm so slow U+1F606. The coke is affecting me.
0,"Little_manU+1F910quot;Daddy, come play with me!&quot; me: &quot;I have to take care of clients&quot; Little_man: &quot;I want you to take care of me&quot; me: "
0,sad i had to leave  stupid allergies...they seem to be controlling my life. *InspiredU+2764 U+FE0F*
0,ME is burn monkey atm  and god damn microsoft why is IIS and ODBC on U+1F61D so shit! ur wasting my time
0,about.. me?  jajaja nsc U+1F606
0,Wahh  no CSI anywhere! DVR'ed I Love Money 2 though - gonna watch it then sleep - Goodnight TweetersU+2764 U+FE0F
0,Branae babycakes is coming too! U+1F606 i wish i could hang with them....
0,just think.. 6 more days 'till the greatest spectacle in racing ! U+1F606 excited ! limping to school haha my knee hurts
0," That sucks.  Technology will never be at par with itself.  I can't switch from U+1F61D, my parents might hurt me, lol"
0,I love it !! Just to see Edward and Bella are happy U+1F63A' Wish I was so happy too
0," OMGOSH, they're like biscuits, so so so yum. U+1F606 you haven't lived until you've eaten them missy :p &amp; i miss you too  x"
0,Im not tweeting!! What happens to mee?!?!?!? U+1F606 jajajaja I guess Im sleepy
