emotion,tweet
0,awesome XD ah i wish i could get one too  dammit
0,i dont want to grow up yet  im having so much fun....im like a toys r us kid! DX
0,Doctors tomorrow.......  SCARED!! HELP!! LOL  but getting Guilty Pleasure yay me mums ordering it xD HAIR!  Lalalalaaa
0,I hate this fucking bitches with long blond hair xD.. IÂ´m searching the nice side of my life -.- But I canÂ´t find..     Party x3
0," by the time u read this, UR FREE!!! XD while im here all stressed w/ audit assignment french oral test "
0," The chapter. But ending the story with it would be awesomesauce, too! xD Oh, there's only a few chappies left? "
0,Is watching The Apprentice on iPlayer XD gutted there's no more James
0,awww  you sucks. you can come to my house and play volleyball xD
0,ugh new moon and twilight and all that is so corny. i saw the movie  it was decent but not enough to have a cult following xD
0,oh ya ... anyway today I was picking the charry tree &amp; I allmost fell off xD then my cousin came &amp; now.. I should go to study  uggh SOS..
0,omg I sent you an AMAZING pic of Denver ... did you get it? xD  Sorry about the hand
0,"pondering about what i shall do today :], either clean the fish tanks  or stay on the net .. hmmm tough choice XD"
0,your true love is a cat?!?! at least its a living thing. i did that and all i saw was my malay notes  XP hah.
0,ohh.. i watched the last 2 episodes of the 4th season of House MD. It was soooo sad.  I LOVE 13! <3<3<3
0," <cough> no, but it's supposed to be. They've supposedly ported, but as mine was XP based it said &quot;no&quot; on a mac "
0," oh dears  poor guy, and i love silly songs, like the table of elements song XD"
0,am i a nerd for tweeting so much? probably.      XD
0,I so badly wish I was there.  You guys are my favorite<3
0," noooo  fuck holland haha xD but the DC series are @ jetix, but we don't Hannah Montana here anymore! screw jetix :')"
0," Kayyy XD Yeah, everyone always talks about the part where the dog dies  I need to find a movie that you haven't seen now XD"
0,"gooodmorning,thesunlightdoesn'texist!    buut I'm soo happy! haha encarnei no ingles de vez/twitter me inspira! xD"
0,what does micheal jackson do after he eats mcdicks.... surgery!! xD gonna miss socials class..
0," Oh, nevermind. You probably just got two free licenses from Microsoft. Won't be able to do that with XP though "
0,yay! okay! will he bring guns and cars? we don't have that here  just axes and horsies ... o_o
0,i just watched titanic &amp; now im crying  but some should make me feel better cause they're amazing<3
0,up!! Toe hurts  going to buy a book today.. Still don't know which one xD
4,"Why is everyone doing the face mask thing, it's funny though  Lmao xD"
0,Sharing is very nice! XD Although I have about 20 manga that I lent to my sis &amp; her friends 6 months ago and haven't seen since
4," Thank you  On the news, someone was holding a cardboard cutout of Quark, I actually knew who it was! xD"
0,Why does my WPF application keeps crashing on my fresh installed Windows XP virtual PC
4,listening to  the fray<3
4,sitting at my desk... doing nothing. i look around and all i see is a huge mess xD haha i gues i could clean it up. NOT!!
4,I liked your interview! It's always cool to get a little behind-the-scenes truth  -- Save #Dollhouse !!!!  <3<3<3
0," xD nope, quite some people can't come, we're not enought "
0,Sickkkk fml  but back from Woodward xD
4," JoRo? Really, Bre? xD Hope you find it though "
4,has been sun bathing all day  XD x
4," Hej hej, I'm back again (bothering you XD) My vacation was amazing, Mon&amp;tuesday off as well ^^ It's cool. I <3 candy 2 "
0,me tooooo xD i'm so tired!
4," *lol* Me? Wow, that's the first time I've been called the &quot;Mighty One&quot; XD This a/noon I sorted paperwork, nothing exciting "
0,hymmm... missing my honey <3   going to play sims... xD
0,i hate it wen i miss all the action :/ dam man this stuff is good  XD every1s gone
4,"&quot;You don't know what you do,everytime you walk into the room I'm afraid to move, I'm weak it's true&quot; -Ryan Cabrera   Goodnight erryone<3"
0,aww... time to go to bed  3rd day of classes tomorrow! just finished my 4th homework from the past 2 days XD
4," Sayur asem? boleh2. cuma ak ngga pernah bikin hahaha xD. Iya, kmu suka bnget ya sm sosis itu. Namany merquez wid "
4,Gaga in Europe and Bizarres in America.. o_O what a strange world!!
0,Its okay -pat pat- if you didnt do it. You didnt do it. Argue till the end. xD
0,"Anyone else get cold when they are glutened? I think kissing hubby made me sick  Bad &quot;D&quot; and freezing cold now, esp my hands/fingers......"
4,try to cook XD... okay. trying to make a salad. ... mom is doing the rest XD probably better way for all eaters here
4,Martin Nievera sucked. :|  Only thing I liked was his ear piece thing. XD
4,Deff crushing  so happy Cassie<3
4,"Someone help meh with my history project. D: Shoot meh now! O_O Right about now, i NEED a strawberry coolata. "
4," xD mMy French teacher has given us homework for tomorrow, I've forgotten what he has given for homework!!  i'm silly xD"
4," if that happened, xp would outgrow windows 7 "
4,"  yea, when you find him,tell him this,he'll love it. xD I adore this  > "
4,Haha Whoo HBO  Yay Going Out Nick.... You Should Come over<3 Mrs.CJBaran<3
4," awww haha, ur adorable xD Naw, your dutch is good! But eh, you want to study here? Awesome! What do you want to study and when "
4,going to see my friend today...gonna have fun outside  whatever xD
4,yessssss  im gonna use this song in my fannyfic. hahahahaha xD bork!
4,"Working, got a nice price on some soda  Nothing else yet O_o"
4,"am i the only one in hvis world, who's scared of ladybugs? xD LMAO  i guess i am ;p<3"
0,LMAO! Late night convo with distant cousin  although interesting life stories xD! I want to go Washington again!
0," Oh, I would totally take you with me! if I could...   haha<3"
0," well i can sorta play the saw... i can make it sing, but im afraid so far its a bit tone deaf XP and it bit me earlier "
4,YAY!! GREEN DAY IS ON THE DAILY TOP TEN ON MYX!!!!!   XD
4,well i'm expecting you for dinner lol.  Jelly Beans for dessert?   have a good night  $teph<3
0," O_o i want barbecue sooo bad...our mom wont let me grill when shes not home, and when she came home we already ate "
4," i'm nervous and can't watch ittt...gah, i want jordan and rebecca to win SO BAD. xD *hopes for them to win* "
4,tell me why so hard to forget don't remind me   i luv this song  xD
4,finished watching Season 1 of Sex &amp; the City...no wonder my mom didn't allow me to watch before  i'm definitely a charlotte...LOL...XD
0,"..still hurts a lot  ..stupid accident,  I was so clueless XD lol . I think I'm going to bed..."
0,none of my family up north is doing good  [[his<3]]
0,Mmmmm. Goodmorning everyone. It's raining  and now I'm all wet (What's new xD)
4,Consider it done.  Wishin' you all the best love<3
4," you just download it.  And you can just tweet away. It keeps track of your tweets, replies and even your facebook status. 8D"
0,"im so angry but its alright, angry not  just some people are always goi gto be the same (N) xD."
4,parallels and xp install for testing css browser issues
0," yea, and i tried to run it as administrator and tried the XP compatability mode and it still just crashes "
4,"1 surprise party today, 2 parties tomorrow.  FunFunFun! But, need to finish bug project. O_O"
0,Don't know what to do!  I wanna play a game but there is no one who wanna play with me!! xD
4,mornin Jean  it's just 18 days left of school ;D;D;D
4," are you always eating rice balls?  oh, 300th updates? xD"
4,"grrr , why cant people get over them selves long enough to see what a total bitch their being? P:S love taylor swifts new song "
4,oooooooooook xD que aproveche (: la cancion esta genial
4,"haha, oh snap! I need to get ready for bed. XP Have a long day tomorrow. Good night everyone. "
0,Asher Roth<3333 worst headache i've had in awhile  jml<3
4,*insert sexual pun in 3...2...1* XD hee hee  caffeine?
0,I dont have a iphone  you think i should get one?? xD
0,wish i could be there  pick me up on ur way down? i live right in Toronto xD
4,[-O]  Look like u guys had fun  I wish I could give myself that bday shopping spree already xD St..
4," http:/www.decisionengine.com. Go look at the video- that's the pitch. The product isn't public yet, but will be soon. "
0,aww your replying to everyone your so sweet..and your going to t4 on the beach..a train from where i live is 99 quid:O grr
4,HI DELTA ! reply to me first not Celia or Bec. Bec doesn't even have an account :O ! heelloo  yeah. XD
0,Is missin qwade<3  and hopes to see him tomorrow!!!miss you baby!
4,"today I've got b-day  yay I wish, that some celebrities wish me happy b-day xP haa xD it'll never happen ... [yep I say it again ]"
0,"its harder to know hes home and hang up then to not hear from him at all, but im glad we talked even as little as we did... i miss him<3 "
4," HAHAHA! who isntttt? shit xD just shiiittt(: okay, my grandma suuure isnt, lmfao  <3"
4,Thank you!!  LOL it's about 2 am here..sleep still not happening though. xD
0,talking 2 my mother  xD
4,"happpyy mothers dayy!  mums are so wonderful<3 i wish i was still sleeping, but whatever i suppose."
4,"And I canï¿½t imagine two worlds spinning apart, Come together eventually just got home  listening to music of david archuleta xD"
4,xD I can imagine that
0,I'm alive almost but live hahah xD i let U a gift in my fotolog  (hope you like it) i miss U too!!
4,Just finished the first series of Skins!  It was so good hahaha. thank goodness there are four series lol. XD
0,So I'm your chica XD I would have returned the follow friday but my laptops broken so cant get online much
0,Just sold my G1 Android. Should I get an iPhone 3GS or Kindle DX? Both are sadly locked devices
0,I buy today 180 days Gold Premium xD And i am angry about the bann to my other Account cander0us  Just banned because i spamed in forum.
4,the weather is finally getting beautiful here.  beautifuleyes<3
4,"my friend sent me this message, as translated, from Alissa, to Naty x3: I love you so much and I hope you feel better to go shopping "
4,BGT TOURRR 18THH JUNEE  <3 2ND ROWWW  GEORGE SAMPSONN!! <3<3
0,9th november glasgow secc MUSE!!! CANT WAIT XD hate waiting for tickets to arrive! they always take so long
0,hahha no  i told u nobody wants to play with me hahah xD but i dont wanna play THAT sort of games my friend! haha xD
0,Playing guitar and chatting on MSN. My fingertips are very sore from doing both of these...  But it's fun XD
0,i had the best lunch at Petrillo's with big sis<3 now im stuck at work with her
0,lol xD I don't like if it hurts my legs.
0,but you guys still got it  I've decided JB hates the southern half of the world.... ROFL XD
4,missing my walter<3 I guess its sleeepy time now. night
0,"just had lunch, back to school now  xx<3"
0,"ohgawd, i inhaled some kind of medicine powder x_x throat feels funny "
4,oh yeah xDD i love  because my lil girl  xD i love her  <3
0,"Back from doctor, leaving for school o_O  Back @ 16.00 "
4,yeah xD sure!
4," haha, lols. tots come over and well get SMASHED xD or not lol "
4," Ya, if there to lazy to upgrade from XP >.> for new IE then i guess to bad...there own fault using crap OS "
4,sounds like a lil chant :3 pie pie is good for our ...eyes? o_O caek caek its a gosh darn LIE!
4,(Whack-A-Kitty) Very funny XD tho it's a little bit bad to the kitties
4,im going to bed  night all XD
0,Someone please tell me that I'm just Team Jacob and I don't like Taylor more than Rob o_O My BFF would kill me for that o.O Sorry Rocs
0,awh  and ahh lol i understand everything now i guess XP
4,goin to the varsity and college lacrosse games with my lovely friend Torinnnn. it's so beautiful outside<3
0,Hopefully she'll see this at one point of today so HAVE FUN IN SPAIN PIP! I'LL MISS YOU  qq
0,Took some bird pics at St johns cathedral luring them with pretzels. XD Editted photo:  . Birds walk quickly
4,I don't know what i'm doing here haha..I think it's time to go to sleep I can't stay here anymore xD see you later shady
4,it really does feel faster than XP - i'll give you that
4,all this time how could you not know YOU belong with ME?  <3<3<3
4,Happy Mother's Day to all you moms out there!  May you be pampered and prodded all day long. (XD prodded lol)
0,think i've upset someone  night guys<3
4,In hollywoooooood!  deuces<3
0,because because I do not speak English!!!!  xD Lol
0,XD That's because Mr. Bomba is made of AMAZING. I miss him...he substitutes at my mom's school now.
4," ha, oh yeah, anova chance of seeing a 10yr old girl breakdown live on national television  excellent XD"
4,tomorow big family celebratoin .. and all because me! xD <3 i love it  .. hope i get a blackberry curve 8310
0,Back from england!  wanna go back! looved it! XD watching youtube movies!
4," And that's all you need! Baby steps, hun!  And, of course, confidence is the 'ultimate fashion accessory.' XD ?"
4," Thanks  I'll explain on msn or something :p and I HATE SPIDERS TOO! What happened, one attacked you? xD"
4,"  yes, sorry,im really forgetful nowadays XD.You can talk to me always  i aprriciate it .I'm pretty good thanks .*Hugs"
4,"okay now i'm bored. -.- it's 4:o7 pm.. oh yeah, i gotta jumprope later.  talk about getting sweaty. )"
0,I totally said bye! I waited for a reply too for 5 mins  B**** XD
4," wooooo the tour has started yay, 13 days  have an awesome time! loved the video xD"
4,recording bass and lead tomorrow   XD Check us out
0,H.A.G.S !<3 i remember siqninq yearbooks last year. ;) i miss hamburq<3
4,Getting the gear ready for photo xp with  and
4,I love you  (: <3  ->ftsk.love<3
4,you lucky lucky man<3 but i get to watch you august 5th &amp; 7th and im soooo excited<3
4,ahrggg. He knew my name... Cause my friends said it out loud. Omfg! xD good luck!
4,"Is at a AGO Formal with Will, text me if u need me    dee<3"
0,I was with Omar. I didnt watch Hangover coz I told Chris Id watch it with him xD but my phone was dead
4,Brain falling asleep. Time for distraction. Time to make that wallpaper that's been bugging me all day. XD *opens Photoshop*
0,My fish Salinger died! I'm so sad and crying  I love him<3
0,I spent 2-3 hours making my house perfect xD I wish they did the hot tubs though! I miss them from the first two games
4," Now I'm eating a roll n lemon curd  I made it yesterday, but its gone really really thick XD Like lemon butter.. You?"
4," just got your 'have a nice flight' reply xD Thanks  oh and I messed up, I'll arrive to the UK in like 9 or 10 more hours"
4," I just got Twitter, too and your the first I write to (u c, you can call yourself a very lucky person xD) Come to Germany? "
4,Had fun at the carnival with the bff  middle school jid are sluts these days! Gonna visit my husband..i miss him<3
0,"at the beginning, it was magical! xD butterflies to the pt i was feeling sick! now?? the butterflies barely flutter "
0,ZZZzzzzz.... so bored waitin 4 friends to enter teen lounge and c me here XD lonely too
4,": He's written 4, I have 3. Robert Langdon is only in 2 of them, Da Vinci Code, Angels &amp; Demons. A&amp;D is the only fiction. "
0,i miss the sound of your oxygen  i miss walking into the room and you being there. &amp; i miss my &quot;hi hails&quot;  ily<3
0,awwe no more history class with   i think i failed my history finals DX
0," : I hope so  Gosh,  is so happening!! Thank you  for making us tweet like crazy!! XD"
0," xD I'm hoping so! My family went once, when I was younger. I was sick that night and couldn't go.  It was AWFUL. I HOPE IT'S FUN"
0,nahh  but i talked to one of them the other day when they were calling 1000 ppl. i full flipped out xD
4,LOL. btw katy i love ur songs.. and ur fashion choices xD keep it real  xoxo
4,K12 Update. 3rd: Kreative Movement 2nd: iDK 1st: TM Jrs. Love you riot<3
0,"still misses him  and worries like it's her job or something.. >_< Work's fine; an interesting coworker, ha! o_O ..Lots of typing, fun!#fb"
4,You're welcome it's cool so I vote too xD! I see that ^^ I'll repost it too
4,haha  I was gonna buy some that had a mustache on them XD
4,i'm in a new outfit today=D cute blue shirt white shorts with leggings for dance
4,That works  she wont hold back then lol i can tell you that much XD
4,is ready for an amazing weekend!!!!!!  blahhhh one mroe day<3
4,helping dad in the garden  and then.. bbQ!  with sojasausages XD hihihi
0,Been trying to fall asleep for an hour. I can't sleep x_x Can't stop thinking about him either
4,talk? 232 followers! thank you so much<3 Demii
4," shall i bring some fizzy chicken pop pops from London, so we can eat it on the beach? XD.....yeahh fizzy chicken! "
0,ew poor you. I'm sorry  but i agree with you about michael mcintyre. he makes me laugh a LOT xD
4," Running Leopard, Ubuntu 7.04 and Ubuntu Studio 8.10. I recently set up my dads PC to dual boot XP &amp; Linux too.  having fun "
4," Wow Kacie, a bit of a Merlin rant there  Colin is adorable. May I just add, here, for the third time, BETA JAPS. XD"
4,just got home..eating a soup xD yeeeaaa i like chineese food
4,hi LL <3 i just finished drawing my comic - it will be like my webcam one xD but this one is much cuter! and AWW really? omg!  <3
0," oh thank baby jesus, I was freaking out  but it's syncing now! huzzah, I did something right! I cheated the system and won xD"
4,i just saw ur dad walking danedane<3! without a leash hes so goooodddd
4,new BG!  best viewed in 1280x800 resolution *whispers: NinoxSho bias* XD
4," Not unless I was one of the stolen generation XD But thats cool, we can be friends anyway "
0,Maybe I can get my hair corrected tomorrow before D&amp;D... remind me to never again try and do something myself huh?
4,weirdest dream ever xD why do all americans have a gun?! and  I am really not a thief
4,Happy monday.  r.i.p Believers Never Die<3
0,Prom was amazing  cant believe its over   KHCTC 04-09 love youu x3
0,tomangoes disco toniht...wow so tired tough  xD woo fellas :L
4,oouh xD whats ur fav type of chocolate?or u like only classic  ?
0,"im officially dying inside. i miss you. and i can't live without you all.  never leave me,ever<3"
4,"watching  ep 20 god:&quot;i did it before, took out the dinosaurs-and to be honest i liked them much more&quot; "
4,Kate cried during 17 Again xD The sun has come out now
0,yeah ano lool.. ermm naa read sumfin on the forum bout a big poster or sumit:S.. wil av t wait til wednesday  . xxxx
0,Yea. I went from the LX to the iPhone. I feel all grown and shit now xD But sometimes I miss my LX
4,Goodmorning  How y'all doin'? :p I'm going to get some food now xD bye <3
4,okay.. if you say so i will  to make you happy xD
4," : my webcam ... sometimes it works, sometimes it doesn't . that's so weird  but anyway it's fun 2 chat with u! love you 2<3"
0,Nomming my lunch at the lake type thing xD nice view too  (I'm now a pano addict until molopix gets updated :p)
0," says 'hi carol' please, i beg Dougie.  x x3"
0,are you really? haha wowwww. xD so do I not get to seee you
0,Finals then off to turkeyyy  i love youuuu<3
4,actully braces seem to be unpainful xD there just painful the first days but then you'll get used to them
0,my tummy hurts  listening to &quot;the introduction of marcus cooper&quot; album 'til I fall asleep. goodnight<3
4,"interpretor...sounds cool  ,but i am soo sleepy XD"
0,aww unlucky  i'll prob just say something really embaressing &amp; make a total fool of myself xD x
4,Bolt came in with the Netflix today! Gonna go watch that with  and hopefully my bro too XD he's here for the weekend
0,It's exactly 1 yr since their first one.. :/ rahhh.  haha I already fainted in bkk seeing the Wonchul kiss live 8D ì´ë»ê²??
0,what its raining today?  too lazy to get out of bed to check. I bet your dad bought yet another computer xD
4,saw '9 to 5' again and SJB was back! w00000t!!!!! XD She was BRILLIANT as usual ;) and uber sweet at SD  Stephanie J. Block = phenomenal!
4," demi's my favourite of aaaall  yep. i dont like mileys voice, 'specially not live.. but i like that song. xD"
0," We so better, I haven't done it either. Neither have a lot of people. I'm off to get ready now. Gotta walk  laters Lesleh! XD"
4,"lol , you're precious<3 i hope you feel better soon, ill be in st. pete july 2nd - 5th and i need you up &amp; running. "
0,"  I'll send over my fixtures list day dream to you...though that wasn't much fun either, lol! But better than yours. <3<3"
4," yeah, was quite wasted yesterday myself O_O all good tho ;) ah, what's the url? good luck with the project "
4,Improved shop pictures... more listings coming soon!  www.thisgoodlife.etsy.com xD Do you want to be my first sale? Heehee.
4,back from school  daily show was amazing  gonna watch it again later i think xD
4,I down-graded to XP and will probably live happily ever after...  #vista #fail
0,"The meat my papaw cooked was rotten, so my family had to eat vegetarian today! xD But then they went and got Whoppers from Burger King... "
4,"Aww, my boyfriend made me a beat.  you beat maker you<3"
0,no effing mouse in the trap.  QQ.
4,SEXY LONG BLACK HAIR  oh man...why'd you have to go there? XD
0,I don't eat sugary cereal.  I was never given it as a child XD
0,"  madi, what's wrong with you?! are you seriously ill or something? please don't be. i love youuu<3"
4," Haha XD dogs I don't mind...well that's not true, I can't stand my sisters dogs. I like cats  ...and Zebras...and otters."
4,Continuing playing some GoW2 on the dbl xp weekend! w00t for ï¿½ber-fast leveling up
0,with myleisha<3 2 years was too long
0,8====D..... Why cant my gay fantasies be fufilled?
4," Yeah,it's holidays because of Easter  haha,I'm so happy xD don't you have holidays?    Lol,my hair is reallyyy long ;]"
4,Went to NELson today xD Ohhh has anyone heard 'Silly Boy'??? good song
4,I think the House of Cullen and House of OZ should get into a scuffle!  That would be fun. Vamps flying around everywhere and sh*t! xD
4,Mmmmm Jelly &amp; Icecream=Perfect Comfort Food  XD.xXx
0,Don't no y I'm up wtf. Orthodonist at 8.30  then the gym near my dads work  text<3
0,JUST HOME HOME FROM (IN N OUT) PLAYN PS3 XD GT MAD N BROKE MY COOL FONE
4,In my house with my friend's and twin xD were going to watch britans got talent ;]] such a nice night it Ireland
4,I love you! You are awsome! You rock!  <3<3
0,yeah i guess  are you excited for japan? XD
4,that doesnt sound good.. r u awwright?  learn kickboxing it helps and its fun xD hehe
0,getting ready to say goodbye to www.sweetbox-nation.com  new domain XD
0,i was kidding XD
0,"#happybdaykrisallen: It's Kris' birthday :x:x:x:x:x:x:x:x God I wanna wish him hb in person  Oh well, happy birthday honey :*"
0,Wants someone to talk to...  It's too late at night .:$:.CarolBby<3
0,In school in a PG lesson    going shopping after though xD
4," Well, happy #fletcherday to you then!  A day all for you apparently! xD"
0,gah. that's horrible.  i'd get super clausterphobic.. bahaha. i don't even know if i spelled that right. xD
4,I'm cooking and listening Brit  this is my first step on twitter xD
4,Hannah Montana the movie was amazing! Favorite  (GoodNight guys<3)
4,Gooood weekend  Gooood night<3 Maybe i'll get my piercing tomorrow
4,haha okay  sounds good..and lets plan to Videochat please. class is so boring without it XD
4," haha! omg but u make the show awsome, so ppl shouldnt care  go gen Y XD oh n congrats on the first win  well done!"
4,What a Boring Early Friday Morning  Have 2 Study + Ustath 7asan :S:S
4,listening to kris allen!  <3333333 haha i'm addicted to that guy! XD
4,is giggling.  I should sleep noowww. XD
0,"i'm tired tired tired  ; more than a game, my passion (volleyball) ; loveyouguys<3"
4,"Goood Dayy  Beeen shopping, didn't get what I wanted though  But my best friend has comeeee homeeee!! XD Ily Shannii x"
0,"damn, still not even got Sims 3  Hilz we shall keep on trying to get the darn game xD"
4,Oh myyy it worked  thank you your a genius!!! XD
0," - Watched A&amp;D in theatres, for 120 INR "
4,- niiiice.   and now whenever you use that cup... hahahahha xD
0,did you ever get the D&amp;D character creator working on your mac? my older version of parallels doesn't seem to like it
4,Watching Everything Is Illuminated  and dreaaaming<3
4,im still eating some chocolate from easter  homework/studying for half yearlys is waaay too boring. i prefer the interent xD
4," ooh, can understand that really!  munich is a good city to live when you like going to concerts. torgau is not. xD"
0,aww  least you had fun out there xD xxx
4,I'm in school now.And because of rehersals i'm gonna be free all day.that's why i love rehersals <3<3<3
4,"Getting ready for school... click my ads, everyone!  Tell me, and I'll click yours back! 8D"
0,i cant get my phone til thursday  mommys still buying me fags though XD
0,cheer competition tomorrow...ahhhh xD and I can't practice
0,hi xD ! how are you everybody xD ! anyways xD ! today in the exam it's was so boring  ! xD
0,"clean my room, wash the dog, clean the backyard, vaccuum the couch, dust the bookcases, etc...3 days off work=3 days of house chores "
4,Ohhh but I've no idea what you'd like XD But ok.... And cider I think
4,its been guessed. that answer was a dragonfly xD I shall post next question soon
0,i has got a fever..  h1n1 perhaps?? XP
4,I demand that he unlocks that friggin' thing. Or I'll beat the crap out of him  hihi de poep uit hem slaan XD nederlands zuigt.
0," i tryed to get up erlie to get a london ticket, seems they solded out now tho  haha im relly angery XD"
0,"i just spent like 3 hours watching TV. not like me, i rather read. but i have nothing to read  so im going to bed. goodnight<3"
4,xD I was going to put that quote but I knew you would  Whom is this 'Gaby' ? See ya later! psst I was just in your room xD *ninja*
0,I'm so ill after getting wet in the rain for three days..... xD but I don't  regret..it was awesome x3
4," OMG! I LOVE GREENDAY!~!!!! im probz goin to there concert, you should join me xD  xoxoxo ilyy"
4,One Sunday night at Helsinki. We hadn't drink anything... xD yeah RIGHT!
4," Yes ma'am  That's cool, our birthday's are close. XD"
4,kiroo<3  i see you love twilight. you read the books?<3
0,"  if i lived in Michigan, i'd play D&amp;D with you!"
4,memperkenalkan user lain ke follower kita  re:#followfriday
4,- LOL... I'm Not Going On The Radio! XD I'm Just Tuning In...  but on the topic of Mum...
4,practise practise practise!!!! haha     townn today with Aimee kins  Gonnna be gurrrd i can sense it xD
0," I bought him a shirt XD, he's at work now though so he hasn't seen it. "
4,Just got home. Tonight was amazing. =D I should hang out with cute boys more often<3 srsly.  Night!
0," No!  we have um...&quot;mag&quot; magazine, hahaha XD Placebo's on our"
4,Clan member getting hitpoints cape tonight on Runescape so I've just done 100 points at Pest Control with him. Spent on Magic xp
0,College sucked  Not feeling it at all anymore :\  But wheyyyy should be out tonight XD
0," I've run out of them  And I've run out of bacardi gin too. Btw the bandmember was the singer, so what would Freud say? xD"
0,is off to bed!! and still missing her man<3
0,Got stood up by Jean Paul Makhlouff  ;; chillin with the bestfriend<3
4,xD already saw it!! but in france at the moment it's 3euros for each film you see  so it's now or never
0,"really really wants extended hols, please x3 I'm screwed for CTs "
4,back to XP eh?
0,Watching Old Times Cartoons xD is so nice to remember these times  im feeling old :S; duh! im just 18yo!
4,I'm back  Not that I have any friends on here... I just thought I'd let you know.... xD
4,xD! Tiffany is so freaking pretty.  I envy. >_<
0,"family time! hahaha eating with ate eunice<3 hahaha, amma miss her  its making me sooo sad!"
0,Vista doesnt let me play sims 2  thts why i changes back to XP
4,Ready For The Day To Unfold! Off Todayyy Taking A Day Trip To VA To See My Girl Nicole! Happy Tweeting Today! Smiles&amp;Giggles xoxo  Meka<3
4,loves jv.  i promiseeeee! no more off nights</3 LAKERS!! [www.SOYFASHIONISTA.com]
0,<3 GrAdUaTE 09<3
4," hey there,  agnes xD. how is life like as a penguin "
4," I adore you, I really do<3 AND I'm curious to see what will happen if we're ever locked up in a small room with a moth!  x"
0,today's the last day of school  im gonna miss you guys<3 . paramore concert later.
0,Matcharoonie Toomoro :] Yayy ! ...... Im A Goaly  Scaryy !! Hellp ! Zach Was Quite Good At Teaching Me Goalying xD Wel Rawk ! Fer Shure
4," Anna it is then, Master Suz.  I like the idea of a smite list as long as I don't make it on it. Zac's on that list, huh? XD"
4," hey!  don't worry swt, u're sooo gonna win in the mtv movie awards  i voted for u xD Gd luck!!! I hope u win  tc xxx"
4,hhahaa!    its well strange just woke up to an empty house ahah  lolllllyyyyyyyy<3 love that dog
0,i ddnt get ur tweets  sorry  thanks<3
0,oh yeah I hate it when that happens  O_o
4,the point is that its aweesome !!!  lmao xD
4,YEs youtube  i want to know what going on around the globe XD
0,aww..i was watching the video de rbd..sad  patty<3
4,managed to run PPS on XP without MOSS
0,so much painful as usually  For beauty have to suffer.. I'm just suffering and beauty ? where? xD
0," much be very depressed then if its always raining XD, its raining here too thou, just very boring, carnt go out anywere "
0," Sucks, bought 2GB but only shows 1 extra because of my XP limits I guess "
4,"  - aww    that was a great show, though! xD"
0,shuddup xD i was resisting so badly ytd  haha. but a good thing :p
4,yaaaaaaaaay XD wish you would do some shows in the UK
0,nopes  I wanna watch that but things got complicated last time XD
4,"watching jacey sleep, hahahaha CIRCUS TODDAY<3 w/jay ro, &amp; alex "
0,I will make you have 1300 follower by marketing your twitter in my homepage<3 but it will take a long time
4,Yayz! Today's is the day I call and see if I got that job! x3 I ish so happy... even though I slept horribly... So I'm kinda drained...
4,ohhhhhh. XD i thot a girl. ohs. lucky u already found him
4,[ DIVINE<3 PLEASE ADD     You are too good to us.  ?
4,ALTNOY on NICK now!!! xD YAYYY heh
4,You can't take this feeling away from me<3. going to lay down &amp; watch a movie.
0,I'm unnaturally wiped out today.  Maybe it's because I never stopped moving yesterday? Ugggghhh I just slept for like three hours. X_X
4,nothing like black jack at 3 am *I<3 W.N.H!*
4,i hope that everyone has been having a great week.  let me know if you think im crazy for hating coffee XD.
4,the baby's cute &amp; pink o_o
4,Omg Omg Ik Tiffany! See You There Whoooo  Mrs.CJBaran<3
4,before giving one to me  xD
4,had a great day tday. now i realise how blessed and loved i am.  nitenite<3
4,Totaly smell like camp fire now lol its gross to feel the dirtiness but the smell seem to just relax me  i wonder why:S
4,"I ? American Ebay. So many Vista/XP codes. Lovely  Srsly, how stupid can you be?"
4,speak to you tomorrow   wont be there at 8 though xD
4,"aint about how fast i get there, aint about whats waiting on the other side. its the climb.  i so love miley cyrus. xD"
4,Im great!  How are you? Im dying to know. xD
0,I am....doing...nothing.  tweeting...But that doesnt really count as 'something'...XD
0,i cant believe im up before 12 xD its coz i miss
4,<3HAPPY MOTHER's DAY TO ALL OUT THERE THAT ARE MOTHERS<3 ........Hope To Join Ya Some Day
4," lawl, its fun xD. its just basically the status part of myspace and facebook ahaha. "
4," mkhang mlbo. dami niang followers ee. di q rin naman sia masisisi.  desperate n kng desperate, pero dpt tlga replyn nia q=D"
4,Quote of the Day:*sees dad walk in from work* &quot;Dad! You came home from the war! Did ya shoot a Nazi?&quot;  - me
4,xD; i look forward to the flail so i can flail back at you!!!  enjoy the rest of the fic <3 *fluffs* night bb
0,"Almost 3a.m. and I don't wanna sleep yet, even though i should. Waking up super early; at 11a.m.  but it's for a good cause<3"
4,Hey back  hah xD from youtube ?!
0," You think you're bored, lmao? I'm siteless for another few hours while my DNS updates... O_O I'm sick of being siteless.  Blegh."
0," YES, shia is HOTT<3 hahaha. &amp; dude i know right! we need more kevin love "
4,follow  such a prat she is  ha love you xD
4,Hi  Sorry for the late reply xD What's your dA name?
0," oh wth! sorry baby  it's okay, when i graduate, you'll be VIP<3 &amp;yeahh, he did! idk why. he called me &amp; asked if he should."
