emotion,tweet_no_emojis
0,he does it just so he can bother us! He's too cruel!  but I can't stay mad at Mike
0,I dont know whats going on! But school social studies state test today.  Love you ccw and nmg .:5-24-09:.
0,lol.  shame man
0,Now I'm more worried that they'll make me swallow a tablet that I am about getting swine flu
0,.... I am so bad with word association.  Go get someone else!
0,"damn, tomorrow i must write a bioligy classtets, must learn again... but i want to sleep now, im so tired  ^^"
0,It apparently means 'for the win'  And I fell awkwardly on it and have soft tissue damage  Painful as hell...
0,(aka alexis) lmaoo WAY TO BE THATT GUYYY!  But yeahh! i wish i was at disney. i havent been there in a longggggg!
0,Everyone gets them and someone always asks 1st  So thought I'd ask on here for the record
0,Do feel sick... But more like nerves not actual... Sick sick. Which i think is worse... [nerves sick that is]
0,Brothers. Who sets there a alarm 4 50! I coulda got another hour of sleep but now i cant! Thanks..  |OhMiGawd|
0,Hell yeah  i'm going to feel awkward
0,Aaaahhh  Another birdie past away. My mom said that he was lonely without his soulmate but he was in a cage with like 25 other birds
0,Running is bad for your health. I'm the living proof   I wanna go to Pinkpop!!
0,o.O whatt? elain???  iloveyuophillywillly
0,- hurts.to.laugh
0,haha you better be   I wish I worked at Lush
0,today someone gift me a . ballon so cool  but it blew away  that someone now is angry with me
0,how often do u fly to germany? hope u like our country  ) ()
0,Has to get her stuff done by 8pm(830 latest) logies  Aww TBL didn't win
0,i miss my family that's what  good fucking night morning?
0,yeah thats a lot of messages . i wish i was that famous.  no1 loves me D
0,i no  heya eleanor i heard u say &quot;ohhh theres me&quot;  esra!!!! i feel illl  loveeyouu
0,trying to put  back on laptop and having major difficulty and i dont know why
0,lol Alex actually went on Facebook and wrote a status thing and said i was fat  lol what an asshole
0,and not to have left early  haha then it wouldve been an amazing day haha your changes sound pretty good!
0,Wow -_- my myspace status was booboo  n my &quot;booboo&quot; thinks it's 4 some1 else and doesn't wanna talk 2 me!!  WTF!!  Tears man tears
0,finishing my book report  bored... I wanna do something fun
0,got a royal flush! very 1st straight flush of any kind!! (&amp; managed to put opponent all in.) next hand flop: trip 10s; my JJ beaten by
0,": i'm more than willing to give him what he needs.  but srsly, i also think he needs one soon. "
0,&quot;had 6 gfs before the age of 18&quot;  there goes my kimbum. those girls were so lucky
0," I AM following you!  /aww, I want to go to pole dancing classes, but work conflicts a lot. "
0,nope  But i have mario kart
0,BFF! sorry sorry!!!!!  i was going to nap and ended up reading a FF instead from beginning to end  holy hell. will send.
0,"Mibba is being gay, and I cannot reply to Kaui.  Must start revising though. RS exam on Fri. I definately am not gonna get an A! "
0,in the process of deleting useless crud off of this old computer... geez i hate ...
0,Hooray for Beyonce day!  But no hooray for silly dreams  *hugs*
0,wants to watch Metro Station in trinoma on june 11th  who wants to come with me?
0,I lost my drumsticks (again ) Where the hell are they! Why can't I just find my important stuff x( I'm tooo untidy
0,lol Samee !! My stupid teacher told us all to make a book for kidss . I'm still on pagee 4 of 20  Eww HW<//3
0,Aww  I'll probably just end up paying $30 for one off eBay at this rate
0,"@ Home,going to bed,i miss nana  GOOD NIGHT"
0,ily all my frendsssss
0,went on the hunt for Russell Brands book today. saw it months ago but was too skint to geddit. wasnt there  got his dvd instead
0," I feel you on the nailbiting.  I stopped for a while in the beginning of the year, but now it's back to being really bad. "
0,"Ugh.. Im tired but i don't wanna go to bed  btw, 17 Again was AWESOME!  Uh.. im so bored.  Well well, i always find something to do.. "
0,"Could you please finish your school work and come home, huh? we are missing you so damn much...      Adore u "
0,awwwe Miley  I love you
0,theyre nt on here til tomoz  i was tempted to google it an watch it online shame on me
0,"Ive just done the 'Taste Test' to see what taste i am (dont know why), and its come up bitter  "
0,"is in Concord, sick at M&amp's house while everyone else is at church. "
0,finally got my mom to make me dinner  if i hadnt then i would of had to go to bed hungry
0,i'm watching tv now... mascerade  i love katy perry... but i can't see her @ the southside festival
0,u love ur dogs don't u...!! jenny Jaaan...!!  nah no rain... but September I am commin....!! will miss ur BDAY like evry time
0,"i am lying in bed with my luver lol after a long day at work, long day tomm too  wishing i could meet my idol Allison"
0,I can't believe this is the last day. I'm going to miss TMS   Bah. Mixed emotions.  MIIIIIIIIIIIIIXED EMOOOOOOTIONS. (gonna listen now )
0,Is a hr early for court  <()>
0," you booed him! Quinn, you are terrible!  I'm still bitter I can't go see them on Monday, there's still tickets "
0,needs to vote for the MTV movie awards before it's too late  at least Ashton replied
0,Lol what do you mean? I thought you were going to London for it?  and it is yea  Xx
0,Soo tired right now....and I had 10 hours sleep  So pumped for Evermore tonight!!!!
0,cool.. he's answering you  I hate it.. I don't want to love him... why is he so sweat?  ...
0,Oi you! I didn't win the shirt  so devo hahaha I better still be in the running for next time
0,no. Will ya send corner perv over?  just kidding.
0,I've just woken up.  : wacimia  miss u
0,so bored of not being able to talk. op went well tho. sick of taking meds  talk anyone?  Britains got talent
0,haha nice I miss you alreadyy please don't move!!
0,theres nothing wrong with pussyparty in estonian its pussyparty
0,aww   I CAN sleep but I'm too busy drawing lezbeans.
0,THATS WAT SHE SAIDD!  but anyways yes it does suck. if u were close by id go nd pik u up myself
0,lol  yeah maths sucks
0,at least im going D&amp and parkway but but but anberlin  my 3rd love is in the state ..
0,"Damn damn -- no iPhone support for Windows  x64. There are some workarounds, but if I can't figure this out -- shit. Vista. "
0,recitals over  depressed shake your tamborine
0,nice thing abt dreams  and why are your yayas taking advantage of you?
0," ugh, don't talk about food.  I'm so hungry and my mom was like &quot;figure it out&quot; and I was like &quot;yes, with my imaginary car&quot; "
0,"kalebnation better put up the new moon trailer soon  Heard Kristen dropped her popcorn? Rage! Yay, the Twilight awards rock! "
0," I'm sorry about the pain, sweetie  You don't deserve it"
0,im sorry. get on now
0,unfortunately my madre booked the plane ticket to philly on the 18th  we'll figure something outttt
0,I cant transform my rotf soundwave.
0,"Sitting at the computer... I should study...  But I'm not right now, because I'm procrastinating again! "
0," haha, be proud of it  i think it's awesome  sorry you didn't get to finish though "
0,NEVAHHHH!!!!!    It is late but I am also worried about my brother. He left for a walk kinda mad at 1am-ish EST. Darn mom-vibes.
0,do yr Hony Kittys have pics..the first batch did now its just  they have got lazy
0,Am I wrong then  I dunno. I'm bad at guessing things.
0,that really sucks    I wanna see what would happen if the Warriors win the next finals... probably nothing.
0,I wish i could stop ageing  I want to be young forever and do crazy s*** for the rest of my life
0,awww buffy just killed angel and left sunnydale  sad ending! season 3 tomorrow
0,I'm too tired for 21 more days of this; I miss you
0,Well playing with the wall   i miss my baybeeh amanda i wanna see her i wanna hug her i wanna kiss her
0,bwarf  this finale was... baaaad  not even 4 sets  I eected much more from Soderling. Should not
0,ive lost my ipod
0,I collapsed yesterday  Im really worried about my health... Something strange is happening.
0," lets see...nate&amp;blair breakup, where i went YAY, but they get back together. serena thought she was married  chuck is alone "
0,Aww i sorry.  I still love ya buddy Tay! Ella
0,I am sooooo glad that Diversity won!! Poor Julian though!  I hope he gets the chance to release an album. I'd listen to it!
0,just had the most embarassing day of her life
0,&quot; EEEP OMG THAT JEFF JONAS IS SO HOT &quot;   ||||||||||||||||||||||||||||||||||||||||||||||||| LMAO not the same here
0,it really has been half a minute ago since i updated what im doing  aaah i just love this! shame you cnt go further letters tho
0,hiya! maybe you'll be able to enlighten me. Why the &quot first songs rule&quot; for concert photographer like me? wt....?
0,Omg! i wish i came  You Must do a signing in leicester or somewhere near Please! Awesome starbucks!
0,ScoopDavid Hasselhoff rushed to the hospital AGAIN 4 alcohol poisoning.daughter saves his life again. what happened 2 our knight rider
0,i'm in hazlet with my parents tonight! too bad your EP Release Party wasnt tomorrow  lol but i'll see you soon! *Inspired*
0," Aww, Georgie!  Those boots sound killer though. "
0,I MISS TUGGER AND MISTO  last night was amazing i was so close to them
0,Just woke up not long ago.. I'm so bored  lol maybe I should study for finales..? Nahh.. I don't feel like it
0,"enjoyin the last day of freedom before the serious revision starts.... This sucks  I need to talk to him, i miss him "
0,"  haha, as if I'm only 19 girl  They don't give me beer lol "
0,dont worry I have to live the rest of my life without demi  sorry if that was mean that was an ATTEMPT(and a sad one)joke
0,2 more hours and my birthday's over  this was like the best weekend ever (: I love you girlsss
0,you want  &amp; i miss youu already silly  ilusfdm bffl.
0,"I feel really bad, this pain is killing me ... because I'm allergic to the ants  Today I &quot;attacked&quot;  many                           "
0,its such a downer! i cant do shit until work picks back up  ï¿½tleast ive got youuu
0,awwww  .... then no Kino's related things ?
0,Aww man i thought it was  i screamed from excitement. Are you gunna do a tour for the new album?anywhere in new mexico
0,i'm sowwy  i was quite distracted with the pretty rain
0,Least you were in the same country.  I will be happy to get back to the States. Miss my mommy.
0,Ew  And what the hell time are you leaving your house to get there so early?!
0," yup, thts the problem! im still on bloody  "
0," crap, hit enter  as i was saying:ill celebrate on thurs hopefully,no one can make it to my bbq "
0,Last day of tutoring  why the hell does this make me sadder than graduating?
0,lmfao! Finally ... that made me laff  arrr poor Gee
0,all I see is the  picture next to ur name
0,"Going Out Soon, Its raning tho  Bad times well ,, i shall be on latter - goodbye "
0,oooh! .. ur soooo mean to me   I wanna come with u  ..
0,okay sorry... *pouts*  haha kidding!
0," we're not aloud  and i walked through the middle of town, with it, looking like an idiot "
0," OK, wait, what?  about what? details, people, details "
0,Happy Mother's Day to all Mothers!! ... just watching the tely.. no good showss.... bummer...
0,awww. well before we know it youll be back visiting  we will hang out constantly and have another heartbreaking goodbye
0,Anyways just home had to do english exam 15 pages(Y) had to talk to the paper and get a pic taken with no make up no extentions
0,woah have't YOU seen thm b4 deliri  i havent
0,a jadaan. a icuceee. buzo ce ploc
0,Dentist ugh hate it  and outt with my lovesz obb with day 26;tyres; and soulja boy lmfaooooo
0,"  - yay Nerdfighters!  i so wanna read them, but they dont sell those books over here "
0,Omg Yes I Would   Most Definatly
0,"currently trying to download media player 11 for  and not getting far, my other media programme stoppped responding to me "
0,and it's because someone's leaving Twitter.
0,at home again. don't want to study.  i just want to write
0," yeaah, but you make me feel bad  ()"
0,right now i'm so bored because i can't go to the teather because of that stupid pork virus!!!
0," thanks and yea it was REALLY out of tune. I used to be able to tune by ear, when I played more often. Not anymore "
0," Oh no  But it's still quite early, no? Mebbies things will flow better later on? LOL, I did worry for a moment! "
0,Ahh! Im stressing out 2 see if i get a callback 4 soccer tryouts!!! MEEP!  3LiveLife
0," yeh i know, but i swear i think i need new wrists  ahaa i haven't revised all of today, i'm stupid.. oh did u get my text? "
0,And Were...Untouchable....!  Call The Shots nowwwwwwwww!....GIRLS ALOUD LOVE shame tour all over....
0,My unusual work hours and staying up late during the week to watch hockey spelled D--M for a late Friday night.
0,i so need a composer to write about! and i don't know who to do!  well...i'll find something anyway lol
0,This crap is boring  Where's everyone?
0,awesome  ah i wish i could get one too  dammit
0,i dont want to grow up yet  im having so much fun....im like a toys r us kid!
0,Doctors tomorrow.......  SCARED!! HELP!! LOL  but getting Guilty Pleasure yay me mums ordering it  HAIR!  Lalalalaaa
0,I hate this fucking bitches with long blond hair .. IÂ´m searching the nice side of my life -.- But I canÂ´t find..     Party
0," by the time u read this, UR FREE!!!  while im here all stressed w/ audit assignment french oral test "
0," The chapter. But ending the story with it would be awesomesauce, too!  Oh, there's only a few chappies left? "
0,Is watching The Apprentice on iPlayer  gutted there's no more James
0,awww  you sucks. you can come to my house and play volleyball
0,ugh new moon and twilight and all that is so corny. i saw the movie  it was decent but not enough to have a cult following
0,oh ya ... anyway today I was picking the charry tree &amp; I allmost fell off  then my cousin came &amp; now.. I should go to study  uggh SOS..
0,omg I sent you an AMAZING pic of Denver ... did you get it?   Sorry about the hand
0,"pondering about what i shall do today , either clean the fish tanks  or stay on the net .. hmmm tough choice "
0,your true love is a cat?!?! at least its a living thing. i did that and all i saw was my malay notes   hah.
0,ohh.. i watched the last 2 episodes of the 4th season of House MD. It was soooo sad.  I LOVE 13!
0," <cough> no, but it's supposed to be. They've supposedly ported, but as mine was  based it said &quot;no&quot; on a mac "
0," oh dears  poor guy, and i love silly songs, like the table of elements song "
0,am i a nerd for tweeting so much? probably.
0,I so badly wish I was there.  You guys are my favorite
0," noooo  fuck holland haha  but the DC series are @ jetix, but we don't Hannah Montana here anymore! screw jetix "
0," Kayyy  Yeah, everyone always talks about the part where the dog dies  I need to find a movie that you haven't seen now "
0,"gooodmorning,thesunlightdoesn'texist!    buut I'm soo happy! haha encarnei no ingles de vez/twitter me inspira! "
0,what does micheal jackson do after he eats mcdicks.... surgery!!  gonna miss socials class..
0," Oh, nevermind. You probably just got two free licenses from Microsoft. Won't be able to do that with  though "
0,yay! okay! will he bring guns and cars? we don't have that here  just axes and horsies ...
0,i just watched titanic &amp; now im crying  but some should make me feel better cause they're amazing
0,up!! Toe hurts  going to buy a book today.. Still don't know which one
4,"Why is everyone doing the face mask thing, it's funny though  Lmao "
0,Sharing is very nice!  Although I have about 20 manga that I lent to my sis &amp; her friends 6 months ago and haven't seen since
4," Thank you  On the news, someone was holding a cardboard cutout of Quark, I actually knew who it was! "
0,Why does my WPF application keeps crashing on my fresh installed Windows  virtual PC
4,listening to  the fray
4,sitting at my desk... doing nothing. i look around and all i see is a huge mess  haha i gues i could clean it up. NOT!!
4,I liked your interview! It's always cool to get a little behind-the-scenes truth  -- Save #Dollhouse !!!!
0,"  nope, quite some people can't come, we're not enought "
0,Sickkkk fml  but back from Woodward
4," JoRo? Really, Bre?  Hope you find it though "
4,has been sun bathing all day   x
4," Hej hej, I'm back again (bothering you ) My vacation was amazing, Mon&amp;tuesday off as well ^^ It's cool. I  candy 2 "
0,me tooooo  i'm so tired!
4," *lol* Me? Wow, that's the first time I've been called the &quot;Mighty One&quot;  This a/noon I sorted paperwork, nothing exciting "
0,hymmm... missing my honey    going to play sims...
0,i hate it wen i miss all the action  dam man this stuff is good   every1s gone
4,"&quot;You don't know what you do,everytime you walk into the room I'm afraid to move, I'm weak it's true&quot; -Ryan Cabrera   Goodnight erryone"
0,aww... time to go to bed  3rd day of classes tomorrow! just finished my 4th homework from the past 2 days
4," Sayur asem? boleh2. cuma ak ngga pernah bikin hahaha . Iya, kmu suka bnget ya sm sosis itu. Namany merquez wid "
4,Gaga in Europe and Bizarres in America..  what a strange world!!
0,Its okay -pat pat- if you didnt do it. You didnt do it. Argue till the end.
0,"Anyone else get cold when they are glutened? I think kissing hubby made me sick  Bad &quot&quot; and freezing cold now, esp my hands/fingers......"
4,try to cook ... okay. trying to make a salad. ... mom is doing the rest  probably better way for all eaters here
4,Martin Nievera sucked.   Only thing I liked was his ear piece thing.
4,Deff crushing  so happy Cassie
4,"Someone help meh with my history project.  Shoot meh now!  Right about now, i NEED a strawberry coolata. "
4,"  mMy French teacher has given us homework for tomorrow, I've forgotten what he has given for homework!!  i'm silly "
4," if that happened,  would outgrow windows 7 "
4,"  yea, when you find him,tell him this,he'll love it.  I adore this  > "
4,Haha Whoo HBO  Yay Going Out Nick.... You Should Come over Mrs.CJBaran
4," awww haha, ur adorable  Naw, your dutch is good! But eh, you want to study here? Awesome! What do you want to study and when "
4,going to see my friend today...gonna have fun outside  whatever
4,yessssss  im gonna use this song in my fannyfic. hahahahaha  bork!
4,"Working, got a nice price on some soda  Nothing else yet "
4,"am i the only one in hvis world, who's scared of ladybugs?  LMAO  i guess i am ;p"
0,LMAO! Late night convo with distant cousin  although interesting life stories ! I want to go Washington again!
0," Oh, I would totally take you with me! if I could...   haha"
0," well i can sorta play the saw... i can make it sing, but im afraid so far its a bit tone deaf  and it bit me earlier "
4,YAY!! GREEN DAY IS ON THE DAILY TOP TEN ON MYX!!!!!
4,well i'm eecting you for dinner lol.  Jelly Beans for dessert?   have a good night  $teph
0,"  i want barbecue sooo bad...our mom wont let me grill when shes not home, and when she came home we already ate "
4," i'm nervous and can't watch ittt...gah, i want jordan and rebecca to win SO BAD.  *hopes for them to win* "
4,tell me why so hard to forget don't remind me   i luv this song
4,finished watching Season 1 of Sex &amp; the City...no wonder my mom didn't allow me to watch before  i'm definitely a charlotte...LOL...
0,"..still hurts a lot  ..stupid accident,  I was so clueless  lol . I think I'm going to bed..."
0,none of my family up north is doing good  [[his]]
0,Mmmmm. Goodmorning everyone. It's raining  and now I'm all wet (What's new )
4,Consider it done.  Wishin' you all the best love
4," you just download it.  And you can just tweet away. It keeps track of your tweets, replies and even your facebook status. "
0,"im so angry but its alright, angry not  just some people are always goi gto be the same (N) ."
4,parallels and  install for testing css browser issues
0," yea, and i tried to run it as administrator and tried the  compatability mode and it still just crashes "
4,"1 surprise party today, 2 parties tomorrow.  FunFunFun! But, need to finish bug project. "
0,Don't know what to do!  I wanna play a game but there is no one who wanna play with me!!
4,mornin Jean  it's just 18 days left of school
4," are you always eating rice balls?  oh, 300th updates? "
4,"grrr , why cant people get over them selves long enough to see what a total bitch their being? P love taylor swifts new song "
4,oooooooooook  que aproveche (: la cancion esta genial
4,"haha, oh snap! I need to get ready for bed.  Have a long day tomorrow. Good night everyone. "
0,Asher Roth333 worst headache i've had in awhile  jml
4,*insert sexual pun in 3...2...1*  hee hee  caffeine?
0,I dont have a iphone  you think i should get one??
0,wish i could be there  pick me up on ur way down? i live right in Toronto
4,[-O]  Look like u guys had fun  I wish I could give myself that bday shopping spree already  St..
4," httpwww.decisionengine.com. Go look at the video- that's the pitch. The product isn't public yet, but will be soon. "
0,aww your replying to everyone your so sweet..and your going to t4 on the beach..a train from where i live is 99 quid grr
4,HI DELTA ! reply to me first not Celia or Bec. Bec doesn't even have an account  ! heelloo  yeah.
0,Is missin qwade  and hopes to see him tomorrow!!!miss you baby!
4,"today I've got b-day  yay I wish, that some celebrities wish me happy b-day xP haa  it'll never happen ... [yep I say it again ]"
0,"its harder to know hes home and hang up then to not hear from him at all, but im glad we talked even as little as we did... i miss him "
4," HAHAHA! who isntttt? shit  just shiiittt(: okay, my grandma suuure isnt, lmfao  "
4,Thank you!!  LOL it's about 2 am here..sleep still not happening though.
0,talking 2 my mother
4,"happpyy mothers dayy!  mums are so wonderful i wish i was still sleeping, but whatever i suppose."
4,"And I canï¿½t imagine two worlds spinning apart, Come together eventually just got home  listening to music of david archuleta "
4,I can imagine that
0,I'm alive almost but live hahah  i let U a gift in my fotolog  (hope you like it) i miss U too!!
4,Just finished the first series of Skins!  It was so good hahaha. thank goodness there are four series lol.
0,So I'm your chica  I would have returned the follow friday but my laptops broken so cant get online much
0,Just sold my G1 Android. Should I get an iPhone 3GS or Kindle ? Both are sadly locked devices
0,I buy today 180 days Gold Premium  And i am angry about the bann to my other Account cander0us  Just banned because i spamed in forum.
4,the weather is finally getting beautiful here.  beautifuleyes
4,"my friend sent me this message, as translated, from Alissa, to Naty : I love you so much and I hope you feel better to go shopping "
4,BGT TOURRR 18THH JUNEE   2ND ROWWW  GEORGE SAMPSONN!!
0,9th november glasgow secc MUSE!!! CANT WAIT  hate waiting for tickets to arrive! they always take so long
0,hahha no  i told u nobody wants to play with me hahah  but i dont wanna play THAT sort of games my friend! haha
0,Playing guitar and chatting on MSN. My fingertips are very sore from doing both of these...  But it's fun
0,i had the best lunch at Petrillo's with big sis now im stuck at work with her
0,lol  I don't like if it hurts my legs.
0,but you guys still got it  I've decided JB hates the southern half of the world.... ROFL
4,missing my walter I guess its sleeepy time now. night
0,"just had lunch, back to school now  xx"
0,"ohgawd, i inhaled some kind of medicine powder  throat feels funny "
4,oh yeah D i love  because my lil girl   i love her
0,"Back from doctor, leaving for school   Back @ 16.00 "
4,yeah  sure!
4," haha, lols. tots come over and well get SMASHED  or not lol "
4," Ya, if there to lazy to upgrade from   for new IE then i guess to bad...there own fault using crap OS "
4,sounds like a lil chant  pie pie is good for our ...eyes?  caek caek its a gosh darn LIE!
4,(Whack-A-Kitty) Very funny  tho it's a little bit bad to the kitties
4,im going to bed  night all
0,Someone please tell me that I'm just Team Jacob and I don't like Taylor more than Rob  My BFF would kill me for that o.O Sorry Rocs
0,awh  and ahh lol i understand everything now i guess
4,goin to the varsity and college lacrosse games with my lovely friend Torinnnn. it's so beautiful outside
0,Hopefully she'll see this at one point of today so HAVE FUN IN SPAIN PIP! I'LL MISS YOU
0,Took some bird pics at St johns cathedral luring them with pretzels.  Editted photo:  . Birds walk quickly
4,I don't know what i'm doing here haha..I think it's time to go to sleep I can't stay here anymore  see you later shady
4,it really does feel faster than  - i'll give you that
4,all this time how could you not know YOU belong with ME?
4,Happy Mother's Day to all you moms out there!  May you be pampered and prodded all day long. ( prodded lol)
0,think i've upset someone  night guys
4,In hollywoooooood!  deuces
0,because because I do not speak English!!!!   Lol
0,That's because Mr. Bomba is made of AMAZING. I miss him...he substitutes at my mom's school now.
4," ha, oh yeah, anova chance of seeing a 10yr old girl breakdown live on national television  excellent "
4,tomorow big family celebratoin .. and all because me!   i love it  .. hope i get a blackberry curve 8310
0,Back from england!  wanna go back! looved it!  watching youtube movies!
4," And that's all you need! Baby steps, hun!  And, of course, confidence is the 'ultimate fashion accessory.'  ?"
4," Thanks  I'll elain on msn or something  and I HATE SPIDERS TOO! What happened, one attacked you? "
4,"  yes, sorry,im really forgetful nowadays .You can talk to me always  i aprriciate it .I'm pretty good thanks .*Hugs"
4,"okay now i'm bored. -.- it's 47 pm.. oh yeah, i gotta jumprope later.  talk about getting sweaty. )"
0,I totally said bye! I waited for a reply too for 5 mins  B****
4," wooooo the tour has started yay, 13 days  have an awesome time! loved the video "
4,recording bass and lead tomorrow    Check us out
0,H.A.G.S ! i remember siqninq yearbooks last year.  i miss hamburq
4,Getting the gear ready for photo  with  and
4,I love you  (:   ->ftsk.love
4,you lucky lucky man but i get to watch you august 5th &amp; 7th and im soooo excited
4,ahrggg. He knew my name... Cause my friends said it out loud. Omfg!  good luck!
4,"Is at a AGO Formal with Will, text me if u need me    dee"
0,I was with Omar. I didnt watch Hangover coz I told Chris Id watch it with him  but my phone was dead
4,Brain falling asleep. Time for distraction. Time to make that wallpaper that's been bugging me all day.  *opens Photoshop*
0,My fish Salinger died! I'm so sad and crying  I love him
0,I spent 2-3 hours making my house perfect  I wish they did the hot tubs though! I miss them from the first two games
4," Now I'm eating a roll n lemon curd  I made it yesterday, but its gone really really thick  Like lemon butter.. You?"
4," just got your 'have a nice flight' reply  Thanks  oh and I messed up, I'll arrive to the UK in like 9 or 10 more hours"
4," I just got Twitter, too and your the first I write to (u c, you can call yourself a very lucky person ) Come to Germany? "
4,Had fun at the carnival with the bff  middle school jid are sluts these days! Gonna visit my husband..i miss him
0,"at the beginning, it was magical!  butterflies to the pt i was feeling sick! now?? the butterflies barely flutter "
0,ZZZzzzzz.... so bored waitin 4 friends to enter teen lounge and c me here  lonely too
4,": He's written 4, I have 3. Robert Langdon is only in 2 of them, Da Vinci Code, Angels &amp; Demons. A&amp is the only fiction. "
0,i miss the sound of your oxygen  i miss walking into the room and you being there. &amp; i miss my &quot;hi hails&quot;  ily
0,awwe no more history class with   i think i failed my history finals
0," : I hope so  Gosh,  is so happening!! Thank you  for making us tweet like crazy!! "
0,"  I'm hoping so! My family went once, when I was younger. I was sick that night and couldn't go.  It was AWFUL. I HOPE IT'S FUN"
0,nahh  but i talked to one of them the other day when they were calling 1000 ppl. i full flipped out
4,LOL. btw katy i love ur songs.. and ur fashion choices  keep it real  xoxo
4,K12 Update. 3r Kreative Movement 2n iDK 1st: TM Jrs. Love you riot
0,"still misses him  and worries like it's her job or something..  Work's fine; an interesting coworker, ha!  ..Lots of typing, fun!#fb"
4,You're welcome it's cool so I vote too ! I see that ^^ I'll repost it too
4,haha  I was gonna buy some that had a mustache on them
4,i'm in a new outfit today cute blue shirt white shorts with leggings for dance
4,That works  she wont hold back then lol i can tell you that much
4,is ready for an amazing weekend!!!!!!  blahhhh one mroe day
4,helping dad in the garden  and then.. bbQ!  with sojasausages  hihihi
0,Been trying to fall asleep for an hour. I can't sleep  Can't stop thinking about him either
4,talk? 232 followers! thank you so much Demii
4," shall i bring some fizzy chicken pop pops from London, so we can eat it on the beach? .....yeahh fizzy chicken! "
0,ew poor you. I'm sorry  but i agree with you about michael mcintyre. he makes me laugh a LOT
4," Running Leopard, Ubuntu 7.04 and Ubuntu Studio 8.10. I recently set up my dads PC to dual boot  &amp; Linux too.  having fun "
4," Wow Kacie, a bit of a Merlin rant there  Colin is adorable. May I just add, here, for the third time, BETA JAPS. "
4,just got home..eating a soup  yeeeaaa i like chineese food
4,hi LL  i just finished drawing my comic - it will be like my webcam one  but this one is much cuter! and AWW really? omg!
0," oh thank baby jesus, I was freaking out  but it's syncing now! huzzah, I did something right! I cheated the system and won "
4,i just saw ur dad walking danedane! without a leash hes so goooodddd
4,new BG!  best viewed in 1280x800 resolution *whispers: NinoxSho bias*
4," Not unless I was one of the stolen generation  But thats cool, we can be friends anyway "
0,Maybe I can get my hair corrected tomorrow before D&amp... remind me to never again try and do something myself huh?
4,weirdest dream ever  why do all americans have a gun?! and  I am really not a thief
4,Happy monday.  r.i.p Believers Never Die
0,Prom was amazing  cant believe its over   KHCTC 04-09 love youu
0,tomangoes disco toniht...wow so tired tough   woo fellas :L
4,oouh  whats ur fav type of chocolate?or u like only classic  ?
0,"im officially dying inside. i miss you. and i can't live without you all.  never leave me,ever"
4,"watching  ep 20 go&quot;i did it before, took out the dinosaurs-and to be honest i liked them much more&quot; "
4,Kate cried during 17 Again  The sun has come out now
0,yeah ano lool.. ermm naa read sumfin on the forum bout a big poster or sumit.. wil av t wait til wednesday  . xxxx
0,Yea. I went from the LX to the iPhone. I feel all grown and shit now  But sometimes I miss my LX
4,Goodmorning  How y'all doin'?  I'm going to get some food now  bye
4,okay.. if you say so i will  to make you happy
4," : my webcam ... sometimes it works, sometimes it doesn't . that's so weird  but anyway it's fun 2 chat with u! love you 2"
0,Nomming my lunch at the lake type thing  nice view too  (I'm now a pano addict until molopix gets updated )
0," says 'hi carol' please, i beg Dougie.  x "
0,are you really? haha wowwww.  so do I not get to seee you
0,Finals then off to turkeyyy  i love youuuu
4,actully braces seem to be unpainful  there just painful the first days but then you'll get used to them
0,my tummy hurts  listening to &quot;the introduction of marcus cooper&quot; album 'til I fall asleep. goodnight
4,"interpretor...sounds cool  ,but i am soo sleepy "
0,aww unlucky  i'll prob just say something really embaressing &amp; make a total fool of myself  x
4,Bolt came in with the Netflix today! Gonna go watch that with  and hopefully my bro too  he's here for the weekend
0,It's exactly 1 yr since their first one..  rahhh.  haha I already fainted in bkk seeing the Wonchul kiss live  ì´ë»ê²??
0,what its raining today?  too lazy to get out of bed to check. I bet your dad bought yet another computer
4,saw '9 to 5' again and SJB was back! w00000t!!!!!  She was BRILLIANT as usual  and uber sweet at SD  Stephanie J. Block = phenomenal!
4," demi's my favourite of aaaall  yep. i dont like mileys voice, 'specially not live.. but i like that song. "
0," We so better, I haven't done it either. Neither have a lot of people. I'm off to get ready now. Gotta walk  laters Lesleh! "
4,"lol , you're precious i hope you feel better soon, ill be in st. pete july 2nd - 5th and i need you up &amp; running. "
0,"  I'll send over my fixtures list day dream to you...though that wasn't much fun either, lol! But better than yours. "
4," yeah, was quite wasted yesterday myself  all good tho  ah, what's the url? good luck with the project "
4,Improved shop pictures... more listings coming soon!  www.thisgoodlife.etsy.com  Do you want to be my first sale? Heehee.
4,back from school  daily show was amazing  gonna watch it again later i think
4,I down-graded to  and will probably live happily ever after...  #vista #fail
0,"The meat my papaw cooked was rotten, so my family had to eat vegetarian today!  But then they went and got Whoppers from Burger King... "
4,"Aww, my boyfriend made me a beat.  you beat maker you"
0,no effing mouse in the trap.  .
4,SEXY LONG BLACK HAIR  oh man...why'd you have to go there?
0,I don't eat sugary cereal.  I was never given it as a child
0,"  madi, what's wrong with you?! are you seriously ill or something? please don't be. i love youuu"
4," Haha  dogs I don't mind...well that's not true, I can't stand my sisters dogs. I like cats  ...and Zebras...and otters."
4,Continuing playing some GoW2 on the dbl  weekend! w00t for ï¿½ber-fast leveling up
0,with myleisha 2 years was too long
0,8===..... Why cant my gay fantasies be fufilled?
