emotion,tweet_no_emojis,emoticons
0,"Gay prom was waaayyyy cooler than regular prom  walked in a walk off, tehe, had nightmare  1984 reminiscent...",😆
0,Don't think that  I love you. Feel better. I'm praying for you. ALWAYS,❤️
0,like ur theme  u designed urself ?,😆
0,"not so good to go with cola in your hands while you drink it, in the dark. . Going straight into the door.. AUV!!!!  but nighty night ",❤️
0,oh don't  in the shower,😭
0,watching halloween town on disney channel with brittany. haha. school tomorow.  not exactly my cup of tea! haha. sort of inside joke. ..,😆
0,aieee graduation was amazingg.  I'm going to miss the seniors soo much esp my krista,❤️
0,well well i'm multitalented  but i'm scared they wont be afraid either ..,😆
0,bed soon! i wish Matt was with me  i miss him so much,❤️
0,iya dong  haha . OMFG aku nangis baca itu  sad and absolutely beautiful,😆
0,well if i waitd behind i wud hav missd my bus!! n thn also i wud hav ben waitn evn lnger the next one  next time ill wait,😆
0,im gonna destroy the engine of the plane ur into so that ur flight will be posponed! ha! lol!  dont leave us yet,😆
0,i haven't seen the ad either  I don't watch much tv,😆
0," amiguis I miss u so much, this past two weeks I can't speak with u  luv yaaa XOXOX",❤️
0," WEH? THEY DID?!  wish they'd come here, too.  mcfly's in brazil now..  but nowhere near asia.. it sucks. ",😳
0,"I'M SO JEALOUS    i actually wish i was there too, so badly. ",😆
0,no. That's not fun  haha. Try for like.... -thinks- is there like... a curtain you can pull?,😆
0,yeah I think that's what fucked things up for ream too,😨
0,Wish I could get a mac,😭
0,lol nvm she isn't in my class. so far so good.  about spending so much money on supplies and lab fees,😵
0,Blah BSOD within VMware on Windows . Stupid freaking windows,😝
0,Last day at school Going to miss my clasmates,😟
0,GM Twit Fam i get to work n this BIG project was left on my desk  n its due by the n of the month... |,😮
0,shame about the weather today tho ..  . soggy!,😔
0,Got attacked by my kitty  I have 4 huge scratches.but it's summer!!party tonight and tomorrow!!!YAY night.,❤️
0,Feeling Sad to Know that I won't be Able to Enable  Mode in Windows 7 on my P4 PC,😝
0,Thatï¿½s REALLY bad!  hahaha,😆
0,it's not really a long trip  I don't know why you think this is so long. And damn  well maybe soon.,😆
0,"  bad times, we need to catch up on msn or something ",😆
0,Oooh. Sounds like a great idea.  I'm burning the bacons. They hate me today.,😆
0,"can't wait for tomorrow  finally friends meeting, i miss my girls so much  thank you God, for my hilarious friends ",😆
0,last playdate of the summer with soulmate+her twins  then spending the night and hopefully tomorrow with my sisters,❤️
0,"I DON'T WANT TO GO TO SCHOOL!!!! People are mean there...  Except my friends...  And don't forget : Sometimes, I sleep in my sleep! ",😆
0,on the Mac....so sad   I guess it's better than Vista on a Mac.  How big is your hard-drive?,😝
0,that sucks. thats how late i was up last night. it didn't bug me tho cause thats what time Frank comes on lol,😆
0,"no tv in here,  ,at least theres a lamp, i'll leave my itunes on 1 song while im sleeping, i h8 pure quiet. i get scared-NOTHERNDOWNPOUR",❤️
0," Good, very good.  You're very crazy Vale!  I can't go to MontmelÃ³ to see you in MotoGP race. I'm sorry. ",😆
0,my msn is so bad  but the photolog is amazing ! look this  is awesome,😆
0,and yet i still have to go to the other room to hold the buttons.. Plan fail,😆
0," Did miley dump you  awh,so sad NO ONE CARES! you douche,your an old man gramps! leave miley to be with NICK! NILEY",❤️
0,"Goood Dayy  Beeen shopping, didn't get what I wanted though  But my best friend has comeeee homeeee!!  Ily Shannii x",😆
0," Book by Dan Brown, author who wrote Da Vinci Code. A&amp out in theaters on Fri. And, no, haven't started reading yet. ",😉
0,", I misss u wish I could be there tonight  I have no ridee ",❤️
0,"majorly wanna see the academy is... right now! haha, they're in manchester right now too  ",😆
0,i'm talking to my cousin miss her a bit right now..,❤️
0," That's the type of thing I would do  Oh btwzzz you needa fix POTD, it's been dead for days ",😆
0,"GUITAR HERO WORLD TOUR FINALLY WORKING  yayyy! Can't play it though, because my sister's having her bday party now  LOL",😆
0,Bleh New Agains Not Woking On iTunes  i acually like that song,😆
0," I love him, and now, we're not even friends",💔
0," Ahh, I'd be a bit worried about drivers - Duncan tried  and there were no drivers for anything and that fucked his shit up. ",😝
0,oh my bang! i just realized how hardcore its raining ; i wonder why God is crying so hard  gotta shower with my new shampoo before bed.,😳
0,so tired. can't freaking sleep.   cef,❤️
0,soooo much hmwk!!  but its all easy  thank god!!,😆
0,OMG only 6 days holidays  I have to learn but i donÂ´t want haha  /// FOLLOW ME PLZ,😆
0,i want my dreamers bracelet   *Inspired*,❤️
0,Omg i'm going to robinson with tyler wfm. And i freakin miss anthony  ugh today kinda sucks. Lex,❤️
0,Lol i'll try it's still in the box  we got it in trussville lol it's a gaming computer  TSP'sEET,❤️
0,First day is around the corner   :-<,😳
0,Omg my matt is leaving  im going to miss him ~sara~,❤️
0," HaHa. Mmmmm, I can just taste that chocolatey goodness now.  If only I had some myself ",😆
0,"doing the hair, make-up &amp; whatnot. frigg i wish i was lucky enough to have someone else do it for me .. ",❤️
0,Not forgetting  LOL  bah off to work,😆
0,"Also, wolverine was fairly disappointing. How, can they get X1 so right, and then  and wolverine so wrong ",😺
0,"Just about awake  hmm breakfast time, or something.. Bored  turds forgot to wake me to go shopping  xo",😆
0,oh ya ... anyway today I was picking the charry tree &amp; I allmost fell off  then my cousin came &amp; now.. I should go to study  uggh  SOS,😆
0,i think i'm going to bed.. 2.21am..have to study Greek and Latin tmw..and Biology  eww..loveya,❤️
0,internet at fathers  mothers is still down,😆
0,thank you I just miss nick a lot  its hard for my head to admit its real,❤️
0,yay i suck at the PS2. the noobs on the online game are too good. wait that makes no sense. in other words im a noob!,😆
0,"No D&amp today, no lunch or b-fast today. What else is not going to happen? ",😉
0,Danny didn't make the final 2  I cried when he sang- You are so Beautiful,❤️
0,awww yay! That is SO going to happen one day!  Hope I was nicer this time! I want a dream with DBers in it now.,😆
0,ughhh > teyona won antm  allison should have won with her big beautiful eyes,❤️
0,Just got kicked out of my computr  saaaad. Mario kart then,😆
0,I don't know how I would survive without  and  and   love you girls,❤️
0,"  oh, sweetie, that's terrible! Nobody should be deprived of the pinto! ",😳
0,i have 3  but they're retard cats. Now there's 2 spiders.  it's so scary,😳
0,Singapore noodles so not as good as chow mien  but sushi pwns all,😆
0," yeah  and hey, im on your side about your probation too  if there are sides to be on ",😆
0,watching the  live chat from may 28th now  missed it on facebook,😆
0," Dude you're always going to midnight screenings! . I wish I lived in a city. Well, I do (until tmrw!) but it's rubbish ",😆
0,I talked to Ryan last night forever! really tho OO I feel so bad. My dad wouldnt take us on a date  I now owe Ryan a date lol,😆
0,im frm panama ... im callin the place where sells the cd but they already close... soo im just freakin out....,😆
0,ok guys see you later.. iÂ´m going to WORK         !!,😆
0,aww  POOR YOU! Ha,❤️
0,Omg I Love No Doubt! Omg What Z100 booth!  Luckyy! I Couldn't Find You Guys  Mrs.CJBaran,❤️
0,pfffff Twitter's sloooooow today!!!!!!!  cmon peoples tweeeeeeet!!!,😆
0,"It's 30 degrees outside, and its april!  ",😺
0,Omg someone please come save me   Lex,❤️
0,LOL  &amp; I DRANK 1,😝
0,I'm seeing Escalades everywhere!  I want one so bad.,😆
0,"  feel better cholaa. i'll bring you some soup tomorrow if your not better, i hatteeloovveeeyouu",❤️
0,YOU THINK HES GAY?! are you blind?!  he is fo' sho'! He won't let me move from Ruby  he is an 'arsloch' ^^,😆
0," Could you please finish your school work and come home, huh? we are missing you so damn much...  Adore u ",❤️
0,bonjour mes petites ami(e)s  je ne suis pas libre ce soir  okay what i'm tryin to say is that i have to learn french for tomorrow,😆
0,tired -.- soOoOoooo tired  but it's about 5.30pm and I don't wanna sleep,😆
0,i want to be famous...  .. .meaby SOMEEEEDAY u_u,😆
0,COME ON!!!!!!!!! mama dont do rigshot asham to me  you know that i am ragish ! i love you and you know it dumbi mama,😆
0,lmao aww miss ittt,❤️
0,...that was a secret  now everybody knows! they're going to be lined outside my door and want them  thanks,😎
0,ahhh it was nice seeing you yesterday you shoulda watched the hangover with usss,❤️
0," lol okay okay he's defo gay  ahh well bab (N) just er, grin and bare it?  grr i have a baaad cold ",😆
0,been loving the sun today  maths exam tomorrow tho  hope its sunny again tho!,😆
0,that sucks  its gunna be good for me,😆
0,niceeee shoes !! all the colors amaze me   i just can't wear those cuz it will only make me dwarf,😳
0,misses  ...  she said brb then never came back lmfaooo,😆
0,championship goes to the LAKERS. i live local but i love dwight howard so i gotta go with the magic  ill cry with my dwight,❤️
0,i wish i had a tan  i'm white enough and most of the times i get a lobster red at first which is freaking painful,😵
0,"I'm back, its raining  the weather is not as beautiful as it was yesterday",😮
0," im lonly, my friend emily just went home. lol. MISS U ALREADY! lol",❤️
0,"little man, cashews, tacos, retard cat , transformers june 24th!!!!, nursing home, pokemon DP, tube socks, moms bruised boobie  2:59 pm",😆
0,*sigh* making my vista laptop work on  is mostly great  - except now my email keeps freezing.,😝
0,cleaning the awl room  and packing for aussie woooooooooo,"😄,😨"
0," No giveaways for spanish websites??  I know we are not Germany, but.... ",😆
0,havent been online ..  cus i was studyin ..  but now since there aint no more papers ! IM FREE !,😆
0,It's 50am... this isn't good.  Haha,😆
0,I have no honey  I'll just eat a bunch of stuff cause after I always feel tired,😆
0,It's been so long since we've met  Hopefully we can meet on thursday!  Ily tooo,❤️
0,"What up homedoggs? T was ok, no plot but shit gets trashed so it's pretty sweet. Am alone tonight, bad times. Anyone coming round? ",😟
0,"shower, hair and make up, tori's coming, then wake  rip",❤️
0,Lost platypus looks like a teenage girl  || Condolences to David Cook and his family.,😳
0,?  Matthew? S,❤️
0,"coming home from school, we passed  twice, and he didn't see me  and i also forgot he had glasses again  lol",😆
0,Mileys goin on tour!  She well wont come to ireland,😆
0,"spent the entire day with phiroze now, catching up on homework and studyinggg ",❤️
0,"Jammin some bullet before the ferry goes to Met., rain is cool but i wanna skate.  *JOHN 3*",😺
0,You're all jerks!,😆
0,Omg  I didn't know you sold eggs! Me too  I wanna see you soon!,😆
0,"  When you have a garden, because when you are in an apartment, it sucks.   *and waves at Liz* ",😆
0,well as ream used to say Things Can Only Get Better. Mind you that was their only real hit,😨
0,SAD DAY. I'll call you later today,❤️
0,I just found out that a friend of mine 's cat got hit by a car and died!  and she had 4 kittens   sooo saad   RIP doris,❤️
0,thankyou for your threading tutorial  just did that it hurtsssss,😆
0," omg..i want gifts, too  .. bring me some ",😆
0,haha  aa imlookin at them too ^^ waaaaaaaaaaa ..new moon's gonna be rly sad  i cant bear watching them break up!,😆
0,JESS grab your sister and come back to florida babe im missin you girls ............ < ~~~my broken heart,❤️
0,"Tired! Got home from another swimming trip! Hindi na talaga babalik kulay kuu!  Next week, beach naman. Ate a lot today. burp! ",😆
0,"WTF, I slept in. Like SLEPT in.  Therefore I was late for just about everything.  I'm sorry I kept you up when you felt bad ",😳
0,Ended up stopping at chipotle after hospital haha yay no guac though,😆
0,will be away from home for long  Duty matters.,😆
0," HAHA i just watched that clip on youtube  i wanted to put that on my page but they disabled the embedding, ",❤️
0,Good morning people! School today!  Exams in 2 weeks!! I need to study or else I'm close to failling  have a great day peepz! xx love u,😆
0,Hopefully I see HIM tomorrow before I leave back to the yay area for a week. Oh how I'm gonna miss him while I'm gone,❤️
0,"Its a Friday night, its 8.15pm....and I'm ready for bed already  ........ GAHH thats terrible  haha lovelove x ",❤️
0,"sOOOOOOOOO bOred -_-   lOOOOOOOOOOng vacatiOns, I miss everyone :-{",😳
0," I'm goin to have to go to the shop.,' I think there're a lot there  so no wi fi for me fonr ",😳
0,Unfortunately not dude  Went to the police station to get it with Woody and they said they didn't have it,😳
0,"i have a cold again,boooo  waiting for my love to get home",❤️
0,I have a headache. And I have nobody to keep me company.   _wants.to.be.a.kidd.again,❤️
0," &amp; are you excited for Gossip Girl ?  It's so unfair, here in Holland they stopped GG, and it will start the 16th of june ",😆
0,today i'm going to see hannah montana the movie for the third time at the cinema  i miss my frank,😆
0,In trouble..  Sucky.. I love robert Peace.Love.Happiness.,❤️
0,Kansas City sucks  and IKR?  Epic win.,😆
0,'quest for the bin' wont upload  will try again later  #KEVINJONAS #KEVINJONAS #KEVINJONAS #KEVINJONAS #KEVINJONAS #KEVINJONAS,😆
0,"homee with brianne , just finished watching a scarry moviie  and ofcourse brianne fell asleep and im the only one awake ",😆
0,;  Why the emoness?   Don't be dumb.  Think of all the chapters you still have to slave over? *whips* (I kid. Feel better!),😳
0,oh noes T_T  school was cool (: for the first time ever o.e ..jk  yeahp always will be (: ...xept for college,😆
0,"god its warm outside!!   lmao, i was supposed to go to a tivoli but i couldnt  it doesent matter anyway",😆
0,"  This is so .sad...  44 beached whales euthanised in Cape, South Africa",😔
0,"is craving frozen yogurt!  sigh, I miss Berkeley with its 737383 yogurt places ",😩
0,getn ready 2 go 2 bed  i gotta get up @ 70 n work 10 hours 2mrw....yucky. cnt wait till that day is over! [DrEaMeR],❤️
0,- mm i have a cold  bleh! its going away now tho thatnks to the wonderfull amazing daynurse!   ...,😆
0,im fill a little better yay pian in my fucking chest  love you so much matt,😆
0," aw, man!! I'm freakin' outta town on double  weekend!? Plus, my live subscription ran out! ",😝
0,"WAIT, people cried watching Benjamin Button? It wasn't even sad . Titanic was though  and when Gandalf the grey died (before White) ;_;",😳
0,"Working!!! (In saturday.... yei, i know that is bad  but what can i do....  i need money!!!)",😆
0,unfortunately i dont have anything for you  but i promise ill write something SOON  ;*,😆
0,AWESUM!!! . i really hope its gonna be all ages though coz otherwise i cant go,😆
0,dead. Late to work  ::sigh:: I need to get it together!!,😵
0," sadly, no  Japan doesn't really do online, to just even look at bills online, you have to call or apply via paper.  ;__;",😆
0,your making me hungry and i just had a hench lunch not so long ago  (although to me its a loonngg time!) LOL,😆
0,nawws  lol you forgot the 2nd 'z' again.. its liZZ,😆
0,musicc. confuseeed.,❤️
0,Windows Firewall worked for me on  for a long time. The only reason I switched to ZA was that Cisco VPN client broke Win FW,😝
0,&quot;We're standing here but you don't see me; I'd give it all for that to change.&quot; Aww.  Please leak the full song already! Lol.,😆
0,awh. im sorry.  i don't have to worry about that cuz no one likes them in my town! &quot,😉
0,Partyy tonight!!  but tomorrow begins school  ... next week new guitar ... yayy 3,😆
0," Haha cmon, no band wars are needed  Elora Danan? they broke up anyway ",😆
0,Steeeve  Just found out you were on german TV x) And i missed it  You gotta come back,😆
0,"palm springs in 2 days! yesss vacation as for now, i'm home alone.  booo.",❤️
0," no vista here. have dual boot, Linux&amp; . unfortunately most of the ppl I work with want .doc and will not do with .pdfs ",😝
0,We missed 'Anal Minute'  I were looking forward to that   xx,😆
0,going to a graduation party  Team Edward,❤️
0,oh my bad.. haha sorry  its so hard to keep up  well -hands andy over to you- here you go,😆
0,"I limp-raise with AA, get reraised to put me all in preflop. V has , a Q on the flop. I'm out ",😭
0,luckyy! i still have exams all this month  wish me luck???,😆
0,my last easter egg (y) well  but chocolate  (thanks vicky),😆
0,lol on the NPE  saw the lonely raincloud and felt so sad for it,😆
0,i'm italian  i can't understaaaaaaaaaaand,😆
0,Madden 05...fear the &quot&quot; on PS2...that's when the cover 2 defense actually worked,😉
0,"Demi:  first off, love the name second...love you. don't feel that way  and guess what?? I just listened to the rough edit...",❤️
0,addicted to Sims 3  now i need to go buy the Mac version too,😆
0,oh...long time no twitting  ...but really...i have to stop,😆
0,Idk LOL I'm so messed up  I'll post a pic 4 ya!,😆
0,"well, my family is about to come home from school. yay.  i'll just hide in my room &amp; do my homework. didn't make cookies yet. ",😳
0,Where's my picture gone? I'm back to being  Sad now  x,😳
0,say hi to sissy kiss for iaaa is bed time on manday i come back to school  have fun  sissiy and nicky  kiss from mexico!,😆
0,You mean your tablet?  That's awesome!,😎
0,make a story with me  at least i can imagine that im laying in your arms blah.  i misssss you,❤️
0,Mod8 hs aTXTBK!  ..strtin it nw! I cn skip the 100s of eg.s right?? ..gta finish this...start chm5&amp...do ppqs 4it all...!! Bye iphone!,😉
0,you are still not a jerk.,😩
0," We want our Torchwood back!  Also btw, what is your username on tf? I actually have no idea. ",😝
0,I'M FUCKING JEALOUS! JB SAID THE SHIPMENT HADN'T COME YET SO I HAVNT GOT IT YET  -CRIES- I WANT IT SO BAD,😮
0,"the past 48 hours have been, sequentially: , @, ;, ,  . i blame it on the pain killers",😳
0,pc bluescreen'd on me  it's nearing it's end,😳
0,Just left San fran  16 hour drive ahead of us until phx. Goodbye #stayawake tour loves,❤️
0,put my dog to sleep  I love you abby RIP,❤️
0,Too bad  I will &quot;die&quot; may be ( but DBSK give me strength to live  Watching Come To play again and again,😆
0,i miss you  we live on the same island and i never see you. i'll see you tomorrow though!!!!!,❤️
0,aww  that's horrible!,😆
0,Venus is out of the French Open  &amp; Nadal f-ing lost what the fis wrong with these people! play some tennis! and play it right!,😆
0,Finally summer! But I'm sick?  urg. Partying last night with the girls was hilarious! I have never laughed soo much!love them,❤️
0,oh noez  i magic donkey,❤️
0,We were talking about a church by the way   i hate that im missing him and you,😆
0,shhhhhh  some ppl still need to catch up,😆
0,"Writersquot;They just make me wonder,why are you foisting all the little pipe dreams stories in your head onto other people?&quot; I like writing ",🤐
0,rofl. im tired  i was reading it whilst typing too. seemed fine to me,😆
0," ah the Computer's not in my room  on BBerry right now, and Youtube charges  !! Heyy, how about you, aren't you tired ?",😆
0,A black cloud is following me  literally.,😆
0,I have a rl?  Photobucket sucks balls,😆
0,"I need a poem for my group today.  So far, ideas. ",😮
0,go to bed beezletons. I am.  no. really. I actually am.  no one ever believes me when I tell them that hahahaha,😆
0,- Owwwww Im so sorry to see this  It looks baad!! Hope u get well soon,😆
0,"i miss shelly gee  loooooovee my babyy girl muccch, see you sooon babeee promisee",❤️
0,text me after 7 pm estern  i'm at work and i can't turn my cell phone on or i might kill someone or something,😆
0,Romeo take me somewhere we can be alone..  &amp;REU,❤️
0,Off to geo  Epic sadness.  got you some ice lolly pencils .,😎
0,my feet hurt  got my fluffy pink slippers on now,😆
0,Watching 'The Breakfast Club' and missing/thinking about Katie   xoxo,❤️
0,lol aww  I guess you'll have to d/l it  which you could be doing right now seeing as House has been out ages ;,😆
0,failed my mock driving test and i'll be failin these as's too if i don't start revisionn  its soo sunny,❤️
0,"right, studying starts now. fusion +  + visual studio + countless books = ben sitting inside on a nice day in front of a monitor ",😝
0,tummy ain't too friendly today  angin...angin... must be from all the laughin last nite,😛
0,Srsly not in the mood to sleep. I feel like dancing on my roof   tossing in bed. Someone txt me and put me to sleep.,😳
0,im going to take a shower  its 7.04pm  tomorrow school &amp; math!,😆
0,Ah the Gods didn't grant me access to C4 knowledge  On the other hand ipod touch is working very nicely since jail breaking  so pretty!,😆
0,shit!!!! NO MORE CAFFEINE!!!! too hyped on it..  doc sezs i need to lay off..,😆
0,one years gone by so fast..i miss you gramps  r.i.p,❤️
0,My new shoes are killing me  love em' though.,😆
0,aka 100pre se tardan con las pelis buenas  ahha,😆
0,"going to my volunteers job in 45 minutes, getting ready now. After that, birthday of Steven's grandma...No D&amp tonight ",😉
0,yala sometimes bad things jak win. and i hate it!!!  not fair ehh!!!! what goes around MUST comes around! mesti ya!,😆
0,Disapointed about some people of my family  ...,😆
0,"Ugh... stupid housework, stupid washing, stupid hayfever  Wanna just sit in the sun and get nice and brown but uggghhhhh!  hah",😆
0,Face is sunburned  off to workk bye,❤️
0,Everything seems totally off today...I need a hug and somebody to talk to  Team Edward,❤️
0,noo it got to her telling me i need mental help  that i cant function cuz of david. Thats so not true.,😆
0,poor kid  damn all those people who want to cut there grass ï¿½__ï¿½ ahaha! 15days,❤️
0,"ahhh don't want to go back to school tomorrow  .. but the sooner i go back, the sooner it is til McFly ",😆
0,i planned on going to bed 3 hours ago  CURSE THIS BLASTED SLEEPING SCHEDULE!,😆
0,It took 9 years of symptoms for me to get a positive .,😩
0,lol I'm sure we will hear all about it tomorrow  I wish I couldve gone!,😆
0,awww  I'll let you off - but you'd better be there for my next 30th!,😆
0," wait, really? omg, i forgot to see ashley's performance and speech!! ahhh ",😳
0," hmm i wanted too bt i thnk i cant, cuz ma mom ddnt allow me  she wanna go wif ma dad' soo im alone  bt it's ok, im free ",😝
0,"  thanks, you too",❤️
0,sleeping at a friend today  whats going on with u!? donï¿½t understand ..,😺
0,hahah the dancers were so hilarious  4 weeks of school left,😆
0,same  im stuck walking on a wall till 1,😆
0,"So, I hv spent 14 hrs trying to get Vista, , Ubuntu Intrepid or Jaunty working on my 7 month-old #Dell laptop. Think it's hardware. ",😝
0,Having a headache  And tomorrow I'm going to ask for a job @ supermarket Spar; 12 kilometres away from my house,😆
0,no  I want my bed,😆
0," . i have no cluee how 2 work twitter , ",😆
0,lol well its raining cows and pigs here so i wasnt able to buy a cupcake for his bday  food was well kinda nice today,😆
0,I really want a pair of BRIGHT pink  PLATFORM stilettoes  but i'd settle for green  TWEETTT MEE. IM well BORED LOL,😆
0,"#iremember when me, , and  stayed up alll damned night voting for   again, RIP Y!Live ",😆
0,tomorrow is my last day at A&amp HS  fml and fuck dat cracka school next year!,😉
0,i love canada. thinkin about the weekend. i love it. im sad though.  _lynnie,❤️
0,taking a break... its way too hot for cleaning  watching the g'n'r biography on bio channel now,😎
0,u healthy git ...hannah got a new laptop yesterdy n is geting a new phone soon  not fair..my phone breaks n i hav 2 wait,😆
0,watching the Hills season finale  sad gonna miss LAUREN CONRAD! but excited to watch the MTV Movie Awards ANDY SAMBERG,❤️
0,lol this heat is unbearable  I watched The Day After Tomorrow and I actually want an snowy storm to cover Leeds,😆
0,"Wow, because of Swine flu, they've quarantined some parts of China and my love, Japan.  Still, quarantine is such a cool word ",😆
0,"ShannonR just left, have to clean my room  lol kicking people's asses on facebook!! LOL  ","😆,😝"
0," glad you enjoy it!  yeah, hair isn't quite as customizable as i'd like for it to be.  about to post a cap of gay!sims ",😆
0,"i don't have a lesson i should have right now, so i could have stayed in bed!!  watching videos from yday www.youtube.com/laurarrx",❤️
0,ROFL...I thought of smexxx instead of a party   but yeah. That is......  NOT HAPPY JAN!,😝
0,i want her to follow me! *waaaaaaaa waaaaa waaaaa*  btw whered u get ur avvies fromm?,😆
0,Back  blÃ¡blÃ¡ It's too hot  bahh and i have to study for the exams what a injustice,😆
0,Yea 4th edition is kinda dumb. What day do they play 3.5 again? I may have to join for summer because my D&amp group are gone.,😉
0,I feel like crying! I'm so disappointed! My mom has a super old PC () but I don't think it will work on that either.,😝
0,on MS  im afriad  laptop is about 3yrs old and think its just a bit messed up,😝
0,aww how cute  i wanted foto wif u but my sis broke da camera on sat,😆
0,has her Chameleon Circuit album  but for some reason it won't work in my laptop  help anyone? It works in normal CD player,😆
0," Gasp! I want somee.  Haha, i do that!  Just had 2 carry sister downstairs &amp; elain 2 mum what Twitter was. ",😆
0,"Party hang over  . I love you, I love you not. I'm writing my candle lighting. I must not forget to add my &quot;bot&quot;(robot) bitting is fun",😆
0,haii haii. mksih ud follow. hihi  ud lma gk chat,😆
0," I noted him forever ago, but he never replied  there's a photographer I could do, though I'd rather do someone else ",😆
0,"I don't like ice cream anymore! Something's wrong with me.. I can hear my friends think &quot;Big news&quot;  Hahaha, I am so depressed today ",😆
0,â¥oh no!school days is coming  so...â¥nervous!,😳
0,my nails came off       and im watching enchanted! so cool cheered me up since my nails went wick!,❤️
0,i miss seeing my friends everyday and i miss james  Slam dunk in 2 days,😆
0,hahahahahha oh agreed  ps are u getting harassed by tennies? coz i am,😆
0,i know right.. my eyes were like this  then came the frown,😳
0,Mac's getting PIV integration:  Too late for me as just got issued Dell laptop with  and PIV card reader.,😝
0,awwwwwhe  looks jus like my cousins dog Harry. makes me miss my doggie,😆
0,"httpdefaultprime.com fucking dropped 300,200 spots on technorati.com.  *sad panda*",🫤
0,"Made the money then next hand got , ended up all in pre flop vs AK. Ace on the river  stinks, but that's the way it goes. 27th for $71k.",😭
0,what happened to the sun?  !,😺
0," As an L&amp RN, I think the exercise balls are awesome. Sorry PT is beating you up though. ",😉
0,haha im addicted to that songgg! ive been ill  i need your love to cheer me up...hey u still up for vegas?,😆
0,"kinda bored right now, don't know why I joined this, lol my only follower is my mom... sad  ",😆
0,aws poor you  &amp; heidi makes you sick? why?!,😆
0,Aww that sucks  SUPASCROLL has happened many a time,😳
0,you lost it already?? it's only been like a week lol! i didn't even take it out of the bag yet  sorry for spamming guys,😆
0,in 20 minutes ill be seventeen. lovely.    i wanna be sixteen foreverrrr,💔
0," I had to get my iPod replaced, and now my karma level is zero...  (via #zenjar )",😔
0," It's hardly a nap  When I wake up I have school, I'm dreading it. ",😆
0," yehh  we hav to wait till saturday, i saw your turn right bebo skin, it looks good ",😆
0,what happened?  have you heard the audish new alb yet?! soso good,❤️
0,*yawns* Sleepy and bored.  At least magic won. Woohoo...not.,😆
0,"school tomorrow, not lookin forward to that!!  but on the bright side, big brother on tonight!!  Rodrigo to win! ",😳
0,Just getting to bed stressful week. 15 more days til i leave!33 so excited i can't even speak! Literally. i lost my voice  night.,❤️
0,aw no! That sux! We gotta buy stuff! Oh and im playing with green aliens!,😆
0,I can't get it to download right  Noow it's telling me it can't download. I'm confused. LOL. I want it to DL),😮
0,I got pushed in the pool....it felt good! Although they wouldnt give me back my flip flops  LOL STILL LOVE YOU TYLER,❤️
0,No Twitter Bible Trivia winners on Sunday  Thanks for all of the submissions.The correct answer to yesterdayâs question is FALSE Jer. 39,😺
0,"okay, 5am, I'm out  I'm supposed to be going to the cotton pickin' fair today, no lie  AND I'm supposed to be up in three hours  FML",😆
0,Weekend  bet it'll rain  but that means that I can watch dvds,😆
0," WHAAATT ? Benjamin McKenzie was sitting next to you, so jealous    ( i miss The O.C  )",😆
0,so so so so sad...........Wut did i do wrong?!?! jonny i feel so stupid.........How come nobody told? How come i never saw it coming?,💔
0," uhh, I hate that...  I always lose weight from such pointless areas, like fingers, before my hips.  I'm reading blogs.",😝
0,uploading PCD onto my iTunes  i used to have it but certian events caused me to lt sadly,😆
0," Hehe. Yeah, me too.  or I would totally write it. ",😆
0,"  thought Cloud totalled it? brb bbz, need to go eat something..no leaving without me okay  (I just need a fight anyways..)",😆
0,wait the one in nyc???!!? WHY?  <Fob is my life>,❤️
0," and i've listened to our song too...and cried!  miss you so  you showed me what i couldn't find,when two different worlds collide",❤️
0,got a new haircut man im ugly its not the haircut the haircut's beautiful its me  im hideous,😩
0,awesome i wish i was there but it takes like 7 hours to get to ldn by car frm  where i live  u lucky thing lol,😆
0,Awwwww I miss ronnie radke !!  he better get out of jail or im travelling to america and breaking in  hiding behind bushes! all hail ron,😆
0,Why no one of my friends is  in twitter ? I feel lonely,😆
0,ohhhhhhh. well...we must still love him and whatever he does! and still love KH.  [you gonna be on msn ever again? ],😆
0,Has a headdddaaacheee  _Myana,❤️
0,Its early in the morning couldnt sleep  and btw sorry bout my back ground i didnt mean to cut out Joe  iloveyouu Joe,❤️
0,i finished packing and sorting out old clothes  i have stomache ache though,😆
0,"it's suppaaa hot  i can't sleep, and i'm very very hungry. this weekend will be good, and so will tomorrow, seeing my deeds(: goodnight",❤️
0,Today is such a  wonderful rainy day to sleep....I gotta work   &quot.O.L.O&quot;,😉
0,From church now.... great confi photo!!    but you only see my head....,😆
0,"installing Adobe Flash CS4, I'm afraid  ",😆
0,I'm trying to figure out how i can get Vista to work with my  hardware using Virtual PC.  No luck so far and not having very much fun,😝
0,Oh god. That looks.... slightly orgasmic. I want one!,😳
0,I prefer this over 4kids' Pokemon rap.  Please ignore the sad attempt to make a video - pic-unrelated.,😆
0,I never finished 7th guest. And then I couldn't install it on .,😝
0,no way! the guy told me these were like the only ones you could get... and theyre the ones that keep breaking  lucky you,😆
0,"Unfortunately I didn't get a range level. Only got about 3k .  Ahh well, it's still something.",😝
0,o.o; that's awkward although a little amusing from my view  maaan that sucks!,😆
0,next week tgl 24 im going to spore and sydney balik nya juli  tp liburan masih lama kan come whenever u can,❤️
0,srsly? I'd so feel bad. But I do love the Bella one  btw I miss you like CRAP,😆
